nohup: ignoring input
program_start_time:  2020-06-14 01:51:10.973935
Train for  C
train_data:  
1771 950 0
3909 3043 0
2238 511 1
6133 6244 0
4607 2001 0
585 7224 0
6408 6753 1
579 932 1
5054 6957 1
7447 1851 1
3350 3078 0
6877 1600 1
555 6085 1
179 3800 1
2728 5579 1
6976 1374 1
7380 6213 1
6267 4454 0
123 55 1
6644 6101 0
7025 4486 0
1850 3396 1
6695 3176 1
2943 5872 0
2290 2561 1
4702 3691 0
5950 720 1
1309 5795 1
2848 3489 1
5997 258 1
1384 100 0
3766 4044 0
3847 6966 1
5420 5830 1
2882 7413 1
5577 2326 1
2158 6464 1
7163 681 0
3765 5442 0
3179 2061 0
6693 5271 0
2059 3176 0
6328 207 1
1284 6498 1
1993 1581 1
5523 963 1
4825 7169 0
5797 5087 1
1706 5399 1
2012 2895 1
5031 4793 1
3946 2965 1
4104 3308 0
4133 2873 1
275 5781 0
1214 1823 1
885 6713 0
5421 3850 0
6028 827 1
1505 5532 0
5294 5511 1
5749 4195 1
5000 2615 1
6773 6301 0
6819 4498 0
27 2514 0
3915 1166 0
3059 1217 1
6794 3388 1
3930 6477 0
680 4920 1
2702 6405 0
5195 798 0
4050 6791 0
5730 2621 0
5118 5641 0
6663 4179 0
1811 5213 0
1777 3348 0
4232 4779 1
492 3398 0
181 3842 1
7335 2221 0
1557 7235 1
6091 2639 1
1658 5445 0
7233 3464 0
2834 2280 1
4106 3394 1
940 6762 1
1137 4818 0
856 2120 1
5009 4460 0
187 4029 0
4526 2083 0
5769 7367 1
3006 3922 0
470 596 0
1236 6262 0
720 4532 1
4411 5712 1
1601 2567 1
2069 1171 0
5674 4378 0
6755 652 1
1408 343 1
5357 1679 1
7366 478 0
2257 3189 1
894 260 1
77 2376 0
1990 3326 0
3092 7433 1
5139 4115 0
1170 2207 0
5275 3319 1
6807 3448 0
6906 5806 1
3582 2025 0
1652 3594 1
533 689 0
3266 258 1
6538 4467 1
4434 5799 1
5498 910 0
808 653 1
5409 1409 1
1809 7313 1
333 3324 0
2595 3876 0
6969 5261 0
3131 17 1
5523 3309 0
1401 2181 1
5704 2786 0
5692 2073 0
98 3509 0
516 522 0
1338 6687 0
5589 7232 0
209 5320 0
413 2326 0
5282 897 1
441 4610 1
6083 5372 0
5990 4760 1
1409 6618 0
2436 3404 1
6871 7158 1
1847 6613 1
2565 3838 0
1316 4560 0
86 2685 0
6163 5208 1
2767 1753 1
3469 5877 1
6428 3323 1
786 6078 1
1770 6689 0
6897 712 0
5813 6770 1
383 1111 0
5968 4737 1
686 900 0
5325 2152 0
6804 4080 1
5723 2019 0
3124 4669 1
230 6640 0
6028 4389 1
4919 933 1
3740 528 1
5378 2656 1
7363 3228 1
3199 741 1
4116 1532 0
1752 5533 0
4937 1092 0
1968 6527 0
6757 54 1
3133 5729 0
7205 5888 1
4786 4898 1
4043 6534 0
3894 5770 1
7375 52 0
3974 6149 1
7431 6276 1
3013 3073 1
3678 5002 0
2434 2955 1
6658 3523 0
5205 3371 1
1569 4503 0
6398 822 1
911 5000 0
7089 2613 0
4945 1911 1
6717 195 0
5798 7327 1
5148 4418 0
4821 4222 0
6765 4980 0
1487 1648 0
848 4290 0
4599 4952 1
6481 4554 1
4192 3767 1
1127 6753 1
1558 4791 0
858 7045 1
3153 5102 0
7002 5114 0
581 5006 0
2230 380 1
6046 2912 0
7419 2554 0
676 5556 0
2663 1500 1
2647 3883 1
7417 7386 0
3777 783 0
1006 7062 1
3153 3885 1
3582 6292 0
3342 7256 1
7469 7210 1
2646 2903 0
3933 481 0
5572 6683 0
4178 3986 0
653 6595 0
5841 2548 1
7207 554 0
6704 1554 0
5095 4311 0
2212 790 0
4299 956 0
2596 6565 1
2679 2655 1
7199 4520 1
5582 4210 0
3084 1165 0
1569 5137 0
1858 2467 0
4946 6325 1
848 3610 0
2023 3802 0
6346 1582 1
3104 3449 0
5601 5241 1
4035 4688 0
6071 1722 0
5960 4464 0
1023 2603 0
3851 1982 1
416 3437 1
2293 1481 0
999 5464 1
3635 1222 0
2312 1938 0
4571 3250 0
835 2867 0
2874 2946 0
4106 5360 0
6983 1715 0
169 6614 1
2110 7277 0
2336 4718 1
180 927 0
111 1512 0
3211 3443 1
4722 4385 1
5226 2780 0
2356 3593 0
4334 1685 0
2933 1488 0
5330 2962 0
6790 557 0
4566 1536 1
4234 2767 0
5295 5734 1
4910 1097 0
3947 6727 1
3757 1326 0
4066 350 0
2861 2244 0
5944 91 0
3081 1349 1
7337 5688 0
383 1492 1
675 2043 1
1435 3848 1
3390 2777 0
1417 5951 0
23 6753 1
4088 5036 1
7222 1275 1
6852 3253 0
4124 3672 0
7142 3136 1
5633 1242 1
5261 7023 1
1472 6553 0
1441 2579 1
6305 564 0
7281 3549 0
4485 2919 1
106 6157 1
646 2621 1
3718 5861 0
4612 880 0
1143 6812 1
1044 5181 1
4939 987 0
1256 1000 0
287 4129 0
6717 2952 1
3029 4747 0
6138 3548 1
154 6958 1
2233 5497 1
1230 3813 0
2022 6747 0
3566 3858 1
3374 3517 0
6131 3858 0
6899 5703 0
4372 222 1
4611 6609 0
6633 3048 0
6582 6773 1
2118 6524 1
4651 2389 0
5432 277 0
6591 42 1
5204 4723 1
4933 7139 0
1654 3591 0
6303 2647 0
2680 4255 1
667 5151 0
2751 5516 0
2457 4168 0
1735 6042 0
1652 5660 0
1716 217 1
6141 2395 0
4326 7194 0
5645 3029 1
6587 1355 0
5700 4877 1
5255 2370 0
4110 6357 1
3098 20 1
5705 5812 0
4470 723 0
6282 5359 1
5234 1724 1
5380 5828 1
93 2789 1
6627 5695 1
2383 5532 1
2812 1110 0
6442 33 0
5715 6183 0
7334 42 0
4106 6355 1
7018 6363 0
1529 2921 1
1018 6867 1
1320 2882 1
3127 6642 1
6813 5715 0
5617 4884 1
4711 61 0
3281 1054 1
3687 1202 0
1107 3943 1
2584 2818 0
1266 1138 1
2322 3555 0
177 3343 1
4742 2868 0
5547 165 0
4338 3464 0
5522 4226 1
683 2361 1
5011 3734 0
1274 7407 1
6319 3577 0
7307 3654 0
1228 3043 0
2193 3731 0
5401 2262 1
3839 5983 0
654 1143 0
4135 3079 1
4244 4480 0
5359 6526 1
939 3746 0
6532 6033 0
7488 2340 1
7216 5263 1
1127 4445 1
6422 7042 0
1637 2111 1
6049 4852 1
184 6146 0
4189 7385 1
6711 4464 0
2753 3284 0
7407 4511 0
519 5734 1
7138 6881 1
7422 3753 1
7144 5650 1
2419 3070 0
3370 3919 0
2508 969 1
4026 2665 1
7172 635 0
4197 4858 0
239 3641 1
6 2645 0
190 1068 0
1516 784 1
4252 3315 0
3887 4909 0
5475 2387 1
5295 5069 0
3867 4876 0
6597 482 0
7438 3386 1
2916 861 1
4755 2313 1
7245 2083 1
1442 3726 0
1362 3247 1
6123 4801 0
7183 2240 1
2846 989 0
6879 4628 0
7 7489 0
4842 4912 1
7375 825 0
690 1533 0
7127 5684 1
1592 5963 0
3980 1038 1
608 3907 1
6609 6539 0
5124 5852 0
2928 6423 1
3821 1093 0
7136 1314 1
4431 26 1
5428 1476 1
5054 4705 0
7070 7088 1
5947 1423 1
3590 6062 1
5160 2570 1
6502 4156 1
425 3015 1
7462 5605 0
7051 5253 0
4608 4800 0
2714 5166 0
2665 5474 0
3668 2958 0
2055 2255 1
51 4382 0
3023 2112 0
6786 6229 1
4770 1397 0
356 220 1
2028 3869 1
3536 2813 1
6354 435 1
333 157 1
2572 6624 0
4571 1156 0
7047 314 0
6354 888 1
157 2079 1
4812 5185 1
1818 5925 1
393 3854 0
4598 3298 1
3204 2727 1
5580 1786 1
4066 1144 0
1021 6078 0
6960 51 1
2851 6977 1
2998 597 1
4306 3378 0
5345 4658 0
1536 2440 0
1233 11 0
985 5832 0
3325 4747 1
1083 3763 1
2614 6032 1
415 642 0
5846 3662 1
7012 6122 0
479 4519 1
2765 7288 1
1250 2460 0
4813 1519 1
6376 1456 0
5144 7013 1
6219 7487 0
5527 3495 1
3281 1806 0
6662 4659 1
5259 1609 0
7008 42 1
4209 5534 0
1401 6371 1
2356 36 1
3413 3514 1
6991 1014 0
3884 2317 0
4375 1336 1
4202 7198 1
7324 4774 1
5739 1988 1
4940 3778 1
1662 983 0
422 2092 0
2455 3520 0
3386 6092 0
3374 6270 0
5134 7234 0
7227 1325 1
4787 5183 1
1495 12 0
4804 1582 0
1857 6394 0
836 2802 0
810 5505 1
3870 2442 0
6544 1460 1
2792 6421 0
3650 2758 0
1719 2741 1
2761 4523 1
4544 7259 1
