nohup: ignoring input
program_start_time:  2020-06-14 22:46:43.200661
Train for  C
train_data:  
3719 922 1
2418 3822 1
6217 4031 0
767 612 0
4629 387 1
6348 4896 1
4903 4021 0
183 1557 1
3629 6631 0
882 5163 0
6155 4190 1
6201 2545 1
3237 1300 0
7463 7043 0
6361 5890 0
6673 6701 0
323 5269 0
1424 7114 0
2882 6282 1
5042 7452 1
4212 3696 0
2287 3258 1
5750 7325 1
70 4459 1
2574 6036 0
3010 5575 1
4216 3445 0
4405 3046 1
1113 2237 1
197 1809 1
2968 3837 0
6743 364 0
3531 721 1
3840 1015 1
5125 2558 1
4813 5291 0
3583 7272 1
4447 208 0
1991 914 1
731 1386 0
4789 7180 1
2966 1351 1
5081 5446 1
3733 4435 1
7314 5599 0
2926 577 0
4589 716 0
7070 5309 0
2029 4342 1
173 2287 0
797 1411 0
5296 2020 1
4005 1035 0
420 6981 0
5297 3283 0
4249 4519 0
2589 2246 1
3236 4010 0
2508 5807 0
1733 6417 0
5858 5194 0
828 642 0
1603 510 0
3861 5414 1
2329 7421 0
5030 5082 0
1621 7212 0
5519 1025 0
6807 3805 1
2080 330 0
751 6508 0
1588 1367 0
5612 3572 1
6380 637 1
4669 6231 1
7418 6507 0
1344 3334 1
5292 385 1
5810 3851 0
3455 2270 1
6324 4185 1
3630 3461 0
1443 3683 0
443 5200 1
7361 5820 0
5611 325 0
2810 6933 0
5243 798 1
7401 6740 1
5872 845 0
5427 194 1
7370 4842 1
4265 5922 1
250 3197 1
6307 5218 1
5139 3740 0
4675 6081 1
6378 4763 1
1708 371 1
6086 1933 1
3789 3214 1
2377 3386 1
5793 3628 1
3773 138 1
4979 5266 0
3231 2029 1
811 5681 0
5332 429 1
1240 537 1
5884 2026 0
1795 5215 0
1296 3034 1
7059 750 0
3256 3373 1
1648 7252 0
1877 6384 0
3290 64 1
7274 805 1
1113 6920 0
5162 805 0
3588 7288 1
6330 1423 1
2603 4121 0
3631 5820 1
4146 3653 1
1884 437 0
2791 2658 1
2299 7375 1
2315 5791 1
5878 1153 0
4896 1343 0
2995 3828 1
7450 33 1
759 6212 0
2082 6810 1
1920 3820 0
841 5075 1
4384 5838 1
3807 1256 1
5802 1296 1
805 5536 1
2110 2323 1
7217 2972 1
1035 3175 1
2995 6199 0
5307 5966 1
4568 3770 0
2271 5618 0
6332 2877 0
5180 1438 0
6665 6181 1
5697 5669 0
3391 6514 0
3422 2290 0
2327 7425 1
2592 558 0
2710 117 1
2552 6799 0
6414 1567 0
3869 3671 0
4767 2269 1
3240 853 0
4045 1985 1
1872 1606 1
78 6930 0
1822 3505 0
5583 2469 0
297 1971 0
2566 3762 1
2569 4051 0
2410 7246 1
4363 423 0
1472 1857 0
6828 1575 1
1782 7056 0
4052 1898 1
2004 6604 0
6131 4474 1
3304 3913 1
5762 7493 1
6498 7427 0
2742 7381 0
6910 4617 0
6123 6222 1
6554 7166 1
3685 2720 1
1920 4022 0
4453 163 0
5797 4585 1
936 2305 1
32 793 1
1580 5940 1
7300 1922 1
2866 4573 1
7440 2410 0
7340 3576 1
6508 3545 0
6168 1160 0
3790 5956 1
5182 6907 1
2855 1174 0
3718 1501 0
4513 41 0
5802 3408 1
2916 2516 0
1953 7233 1
5935 6511 1
5159 2970 1
5783 6883 0
5392 5991 1
1323 3516 0
199 5538 0
6809 7156 1
1723 352 0
3117 6920 1
6966 3988 1
3738 7313 0
6448 5951 1
4667 5522 0
6004 2195 0
5362 835 0
3019 5572 0
3509 3275 0
5663 1463 1
2745 3668 1
5322 5417 0
3253 6420 0
2084 5448 0
2435 3875 0
2347 6462 1
4861 4997 0
7001 6712 1
3910 7329 1
2736 3414 1
7295 4841 0
4092 6501 1
273 5198 0
4963 6846 0
3895 5082 0
3156 1608 1
2254 888 0
6090 3538 0
1601 1923 0
3211 6589 0
2307 5260 1
7250 6242 0
6125 1633 0
275 7467 0
4215 4864 1
2856 5703 1
4956 1331 0
2572 1265 0
5586 674 0
1361 1209 1
833 2243 1
1664 5068 1
1941 2052 1
2236 4729 1
278 4737 0
6219 1859 1
4294 7158 1
3219 3041 1
6445 1020 0
4822 1054 1
1627 1100 0
5161 4275 0
2579 1572 0
6047 578 0
7323 4191 1
6019 6017 1
748 1792 0
2107 4899 1
1992 4355 0
1740 4580 0
4375 4408 0
5679 24 0
6240 431 1
1978 2259 0
678 5357 0
6187 249 1
5707 4927 0
1262 4426 1
4284 308 0
2973 5044 0
2081 636 1
694 927 0
3879 2147 1
3029 5565 1
7450 1989 1
7413 1690 0
5440 5649 1
790 4766 1
7485 876 0
6171 6451 0
3328 778 1
4941 4269 0
4155 1913 1
6360 4566 0
2309 4522 1
4155 5272 1
5895 1768 0
7038 4214 0
1784 6142 0
4449 6709 0
5226 2130 0
4094 2106 0
871 5166 1
3162 3779 0
1431 6359 0
6739 4002 0
4671 5963 0
4533 7308 1
1558 5308 0
3879 17 1
4308 4021 1
3682 2374 0
4301 2664 0
1770 6081 1
3662 5645 0
4588 3210 0
6922 6160 0
6298 6420 1
6736 583 0
4453 4563 1
4557 2393 0
1887 80 0
2741 437 0
4499 2639 1
1893 4271 0
895 6935 0
2087 2224 1
4125 3304 0
93 5052 1
3830 5652 0
3713 2935 0
3861 2290 0
970 423 0
6738 6412 0
3487 6169 0
1444 2893 0
5497 4551 1
5017 6705 1
3731 4526 0
3427 7012 1
6865 6639 0
543 7255 1
2973 2902 0
143 577 0
1057 4870 0
2408 5870 0
1955 6704 0
7378 7194 0
5364 7089 1
834 2028 1
2687 1309 1
5667 1004 1
4802 7324 0
60 7091 0
7147 6244 0
5435 4712 0
4777 3134 0
5594 2992 0
1547 2129 0
1692 2947 1
4845 2107 0
7088 3675 0
2920 2984 1
2247 3431 1
1679 7277 1
651 2568 1
4929 1984 1
1528 536 0
642 1089 1
2726 5609 1
2275 5178 1
1844 1682 1
2522 3898 0
6116 2481 1
5572 214 1
3193 7444 0
4448 5515 0
6950 6882 0
4375 1933 1
1462 2633 0
2483 1771 1
281 7295 1
5408 4933 0
4829 6798 1
3168 4406 0
5716 963 1
495 6026 0
4909 7062 1
226 6152 1
4589 6743 1
5730 2956 1
1250 1473 0
4026 4634 1
2185 533 0
3457 6479 0
2426 4244 1
4330 683 0
3458 5213 0
295 4208 1
6871 3406 1
461 3375 1
167 6634 0
6585 2610 0
6906 4272 0
5817 5994 1
4042 3635 0
6059 5520 1
387 3555 0
4651 6201 1
3738 6536 0
357 5188 0
6494 432 0
1796 2347 0
1744 6320 1
2254 5685 0
5919 7496 0
4581 6113 1
4621 3055 0
6732 149 1
338 2927 0
1122 7319 1
599 2724 1
131 4902 1
2266 2001 1
1658 4439 0
2435 6190 1
1796 1871 0
4030 5224 0
6064 2003 1
6938 6846 0
6383 3388 0
970 4044 0
4023 4485 1
5897 7224 1
72 3728 0
5141 7454 1
5774 1140 1
1449 5454 0
4229 5192 0
3701 2475 0
3100 5790 0
4888 3629 1
1085 6227 1
5148 2580 0
2343 418 0
4484 2072 1
3987 2778 1
5112 5479 0
7367 6464 1
1352 1848 0
442 3897 0
5891 5772 1
2051 2602 0
5807 4830 0
2646 4907 1
7399 5877 1
3889 1493 1
5510 1923 1
1610 7390 1
412 336 0
7059 5554 0
1406 2061 1
6411 790 1
4274 5849 1
7478 5523 0
1592 6051 0
2821 6244 1
3629 2967 0
2767 238 1
2619 2882 1
5787 6076 1
2166 6232 0
1503 4650 1
5307 1080 0
97 198 0
3981 4174 0
6204 576 1
1073 4041 0
3749 6214 1
4323 6818 0
5646 4453 1
6492 1426 1
4357 2380 0
3223 2565 1
6637 3503 1
6566 5566 0
281 2417 0
2687 4805 1
1228 5102 1
5365 1333 0
6949 3674 0
6639 556 1
6276 121 0
3600 901 1
145 2078 1
4394 2708 1
1352 3735 0
6878 2310 0
563 615 1
1334 4025 1
7468 5744 0
6655 442 1
5758 6895 0
4236 3597 1
1227 5964 0
1317 4706 1
3719 1217 1
3691 6934 1
3892 1124 0
7432 2703 0
3178 1927 1
1506 4471 1
5551 3676 1
1443 5019 0
2357 3240 1
6959 6325 0
3939 3881 0
333 7107 1
2260 7290 1
6060 3090 1
3281 7316 1
484 1195 0
2238 3664 0
255 1906 1
6875 3768 0
5471 2346 1
2476 1319 1
3423 4933 1
6188 6132 1
6510 343 0
2848 4522 1
6841 7283 0
4344 4028 0
5442 4969 1
6812 4251 0
292 3897 1
3693 6900 0
5211 4699 0
3232 6772 1
7339 2374 0
3932 5592 1
6879 3581 1
1036 337 0
1216 5858 1
1126 146 1
1743 1345 1
1007 5561 0
5748 7079 1
7406 326 0
612 3729 1
3138 6415 1
6868 6987 1
460 6109 0
4838 5266 0
1528 3719 1
4191 590 0
1002 1312 1
5220 561 0
3230 3103 0
2201 207 1
1001 3785 0
179 5636 0
3416 5081 0
342 4983 0
6888 1240 1
4081 632 0
5938 5306 1
631 1527 0
2495 4210 1
895 1511 1
6310 2525 0
2561 1295 1
1489 2129 1
4146 1654 1
7200 4760 1
3381 625 1
1518 6182 0
2271 3972 1
7295 3417 1
7191 6078 1
7046 2548 1
4050 2763 1
5973 1847 1
3236 4070 0
1042 3651 0
5032 6147 1
3986 1255 1
5566 2586 0
3862 2585 0
5926 4704 0
6081 248 1
3616 6326 1
6498 1356 0
2574 5156 0
6468 4070 0
1366 586 1
5967 5374 0
1666 369 1
5148 6427 0
162 5656 1
836 839 0
649 1878 1
2113 7095 1
2182 1625 0
920 4131 1
6414 6218 1
4372 5841 0
4723 3556 1
12 75 0
2174 5263 1
351 5725 0
1496 456 0
6087 5085 0
5347 4982 1
2589 2911 1
5202 476 1
4448 4835 1
5311 424 0
3059 1486 1
3582 2804 1
7468 1201 0
2651 2182 1
2199 443 0
5511 3489 0
4691 7044 0
1385 2838 1
7482 812 0
1603 1685 0
1107 1845 0
817 7130 0
7314 1986 1
2718 4207 0
4368 5956 0
95 3 0
1125 3724 1
4278 7218 0
7118 1244 1
5369 4829 1
5621 6456 1
6392 1439 0
2323 6971 0
5578 6181 1
983 3105 0
3701 5906 1
4968 2075 1
3915 4842 0
3414 4524 0
14 7097 0
3054 5525 1
6337 6667 0
2072 4881 0
4091 2894 0
692 5917 1
5310 5207 0
430 2571 1
2562 2882 1
2399 3228 0
6902 3991 1
5413 7101 1
3857 3794 0
2554 4015 1
6408 1690 0
4195 1339 0
6673 2344 0
7209 3078 0
7146 1128 0
8 6607 1
7165 3173 0
1622 2076 1
321 2706 1
2860 2697 0
2369 1013 0
6476 7366 0
7063 5508 1
1569 4744 1
580 3504 0
786 2315 1
6095 6507 1
918 639 1
2413 6904 1
5961 4850 1
75 3011 0
4259 4850 1
3480 4316 0
4486 1153 0
6698 6117 1
4263 2310 1
2119 5677 1
3808 4219 1
5598 5371 0
6644 2084 0
980 5739 0
2300 4838 1
821 636 0
1985 2405 1
6003 1463 1
1784 355 1
5120 6495 0
667 2833 0
3409 2298 1
2222 3927 1
7289 5503 0
6437 6832 0
4152 6402 1
4403 603 1
4429 1342 1
3043 7427 1
1726 1807 0
5858 1357 0
5633 2513 1
2442 4801 1
6554 5681 1
7490 4917 1
4690 3505 0
2841 4454 0
5187 1635 1
465 536 0
5750 2506 1
5079 5096 0
6214 1274 0
5622 2604 1
6773 5303 0
2937 4178 0
2455 5137 0
7495 4973 0
7267 2963 0
5479 2013 1
569 1489 0
1412 2222 0
5117 3147 0
2278 6123 1
3343 6447 1
4649 6311 1
6787 941 1
3619 6223 1
5721 1955 1
1880 6392 0
7211 4524 0
7166 3213 0
1496 4876 1
3088 4728 1
3060 1492 0
1987 4649 1
1725 1490 0
3910 3938 1
5166 4836 1
4247 1782 1
1884 6590 1
2358 4164 0
1955 744 0
3725 5264 0
3622 4362 0
6375 6195 0
1918 6319 1
283 37 0
2851 3731 0
3463 2586 1
1765 1004 0
2851 4071 0
7479 5518 1
4418 4882 1
3057 6724 1
6594 4953 1
2710 5896 1
3042 4567 1
1475 205 0
2318 6347 1
6399 7443 1
3006 1734 1
3136 4583 0
2489 2546 0
3988 2073 0
5336 2313 1
6071 7183 1
2252 3700 0
606 6599 1
2381 2069 0
392 6954 1
5801 2483 0
2773 4522 1
406 400 0
3473 3298 0
7330 6704 1
7183 3567 0
5201 3068 0
2448 5560 0
2718 2397 1
4305 59 1
1354 4299 1
5258 603 1
2690 5186 0
2921 1529 0
5933 669 0
1275 6494 1
873 6754 1
5136 94 0
422 6660 0
5711 4366 1
396 5980 0
6626 2492 0
3571 3331 1
6758 6941 1
6219 4677 0
866 4010 1
4150 2818 0
4681 550 0
1102 6185 1
3776 4288 0
2738 5027 0
1842 1288 0
5856 5446 1
4557 4306 0
4525 3768 0
4569 5778 0
3611 5116 0
2334 5228 1
6094 7001 0
4519 66 1
6178 5910 0
3017 1335 1
6227 5698 0
4070 2564 1
6875 5411 1
6872 2211 1
5675 6340 1
5865 816 1
4181 6723 0
2335 2743 0
261 5671 1
1889 4479 0
6483 404 0
7195 6478 0
5409 2305 0
1320 5534 0
27 5492 1
6219 3866 1
4025 3061 0
5500 5570 0
4242 7249 0
6485 628 1
2718 7151 1
867 5389 1
3172 6329 1
2386 194 0
1788 7258 1
7056 4889 1
5806 5311 1
6795 1119 1
4510 2305 1
3060 7037 0
1616 5797 0
897 6493 0
3907 7109 0
6001 6483 1
5213 6570 0
3918 2312 0
1330 467 0
6155 1620 0
1361 2632 1
5743 3435 0
6632 5502 1
5467 6367 0
2418 5506 0
2989 2221 1
5695 3025 0
1189 1184 0
4898 1212 0
3738 4388 0
3869 6116 0
1111 586 1
5571 1410 0
1081 4582 1
4483 5606 0
5705 2137 0
6817 4209 0
5356 1974 1
3553 599 1
178 5908 0
3741 1402 1
5429 6719 1
7442 822 1
1931 2673 1
5318 5656 0
4185 456 1
2648 6781 1
2991 5562 0
4492 1379 1
2159 3595 0
3656 3491 1
1495 4161 1
4952 3967 1
3521 20 0
1856 1114 1
4554 4200 0
2444 1471 1
7345 3532 1
7213 6839 1
5120 6556 0
2632 6191 0
2513 881 0
5658 6149 0
1548 4959 0
2597 4480 0
7071 6295 0
6066 6621 0
302 5963 0
2539 6877 0
1834 3244 0
472 3348 1
7025 5644 0
2748 70 1
7366 1707 1
1850 855 0
5698 7310 1
6061 1577 0
2283 174 0
3891 6952 0
2094 6433 1
2460 763 1
4610 6647 1
981 316 1
5953 1033 0
3788 4711 1
3965 5510 0
680 2815 1
186 6475 1
4269 4979 1
2554 6514 1
4747 4352 0
4483 5542 1
2785 916 0
2106 1591 1
4298 5731 0
4280 6672 0
6073 5454 0
657 3362 1
6035 3482 0
3635 4322 1
378 679 1
6876 7112 1
2809 4085 1
4779 5325 0
87 4232 1
1493 6064 0
2185 6545 0
1635 3940 1
12 5875 0
2821 7269 1
5267 6980 1
720 3113 0
1889 1854 0
6409 869 0
2809 4375 1
6815 6735 0
611 2241 0
364 4701 1
2794 240 1
6369 5889 1
4424 2635 0
4887 3332 0
1013 1741 1
3134 6598 0
6222 7141 0
5883 47 0
517 5673 0
2727 685 0
3614 5826 1
5521 863 1
3452 1864 0
1069 7178 0
2510 1441 1
6499 6347 1
1419 1398 0
2446 2810 1
7073 825 1
922 5535 0
6695 6942 0
1682 4166 1
2311 4623 1
6617 5216 0
3876 4028 0
4461 5957 1
5226 7137 0
2821 4911 1
2430 3941 1
1065 5656 1
125 2651 1
1758 313 1
5376 2993 1
2461 3950 1
2488 1676 0
2258 3101 0
901 1272 0
3741 4592 1
2517 4886 0
4726 4730 0
256 4671 1
6692 690 1
3942 5155 0
7441 837 1
1820 2649 1
5504 3685 0
2769 5336 0
4132 956 0
6032 5278 0
5448 6009 0
7285 6183 1
5724 5824 0
2910 7248 0
4932 4907 1
5118 5918 1
4362 5706 0
4992 7021 1
6931 4439 1
2707 7058 0
6700 1960 0
4352 2440 1
2669 101 1
5778 1892 1
1345 1889 0
2081 21 1
2766 5432 1
3633 5247 0
6454 5534 1
5231 4921 1
5753 4350 0
5708 3395 1
4161 5868 1
2937 1538 0
1320 6111 1
4914 3203 0
2511 7474 1
2273 7304 1
2855 3849 1
5977 2138 1
4806 585 0
891 6684 0
3476 2100 1
6608 5024 0
3915 7331 0
1284 4287 0
2897 3799 0
3886 5331 0
7222 2038 1
5425 5466 0
457 4186 0
1617 2951 1
