nohup: ignoring input
program_start_time:  2020-06-11 23:55:49.782027
Train for  C
train_data:  
5844 5330 0
7313 4183 0
5779 4920 0
5764 7225 0
1417 443 0
1974 3973 0
4171 5784 0
6325 2526 0
382 6582 0
2705 7047 0
5302 977 1
3157 608 0
1485 3450 0
4021 6232 0
4214 6302 1
3358 3075 0
3641 6441 0
6257 3475 0
2909 336 0
1266 485 0
2867 4308 0
5431 6662 0
5011 4619 0
5657 6379 0
4828 7447 1
4439 1441 0
2797 3175 0
1390 6284 0
2834 2270 0
2066 2419 0
385 5076 0
5206 6882 0
326 6693 0
5607 2762 0
2047 336 0
3367 543 0
871 4832 0
4726 6824 0
1963 5242 0
1270 2837 0
7369 5668 0
7373 7495 0
4640 3010 0
6758 6123 0
6567 2252 0
2930 1784 0
5377 5574 0
2909 4593 0
5646 5403 1
4530 6166 0
4780 2351 0
5524 3904 0
1979 1882 0
4516 4857 0
1654 5202 0
4102 1194 1
3676 6076 0
4176 3751 0
4761 2947 0
4430 5388 0
4429 629 0
5729 1230 0
909 542 1
6526 2624 0
2680 1818 0
1800 4381 0
6828 2234 0
5844 2344 0
1460 4324 0
5900 1906 0
368 7468 0
1184 894 0
6711 4863 0
6272 4436 0
106 4807 0
1467 5165 0
5090 1276 0
5915 1278 0
2696 255 0
2090 2652 0
6130 1452 0
2874 2542 0
3119 2333 1
206 1219 0
1994 3460 0
386 5547 0
4414 3789 0
3316 2421 0
244 3668 0
3818 22 0
38 7482 0
2522 3704 0
4049 7468 0
833 3455 0
7349 2901 0
5783 380 0
2494 354 0
728 706 1
5798 4953 0
3311 1799 1
170 1721 0
1201 951 0
5038 6153 0
4485 3734 0
6527 2985 0
6970 5465 0
803 3304 0
2263 218 0
2788 3032 0
5495 4206 0
1727 5657 0
7099 3242 0
1840 5755 0
1585 2906 0
1145 6581 0
7194 2828 0
345 290 0
5945 5714 0
4676 3648 0
4459 5855 0
4203 6720 0
552 6159 0
637 3722 0
2243 872 0
5587 1715 0
4465 847 0
6049 6158 0
4506 7289 0
604 2572 1
809 5605 0
5570 6212 0
1371 6635 0
2174 5058 0
3723 4568 0
4333 1175 0
1024 1519 0
3345 7029 0
1599 7070 0
3609 2834 0
4741 3635 0
3492 1902 0
6694 6220 0
416 2469 0
1757 624 0
7189 4194 0
3997 1657 0
4452 4057 0
4672 3133 1
6986 1175 0
4855 3497 0
6105 6372 0
6649 1730 0
5439 1857 0
2021 6345 0
1649 4194 0
117 1595 0
6390 6873 0
5923 1320 0
5166 6684 0
5326 1086 0
7447 825 0
6202 4125 0
1858 2153 0
2835 1328 0
2451 5469 0
6239 513 0
7017 6575 0
3128 4510 1
7298 5950 0
229 4752 0
6668 3256 0
3227 6346 1
7173 2708 0
5457 6171 0
3220 3372 0
1763 2504 0
2195 5470 0
1459 2793 0
2012 1911 0
1621 5682 0
3417 2231 0
4698 3943 0
3672 1891 0
2361 5378 0
6910 5898 0
1537 4890 0
5463 5929 0
3342 956 0
1843 2712 0
5278 5063 0
5196 4887 0
1360 933 0
5288 4995 0
221 4859 0
7171 2716 0
5489 3985 0
3639 6734 0
3690 2873 0
4000 247 0
7141 305 0
2632 3928 0
2548 3499 0
4373 813 0
2118 1582 0
6677 1850 0
3984 6856 0
199 2975 0
5723 1637 0
3195 2483 0
2235 5751 0
2195 5829 0
159 4334 0
7362 142 0
1460 367 0
1010 4983 0
248 1278 0
3343 703 0
2597 261 0
7219 4026 0
5011 115 0
4778 3617 0
7423 582 0
2460 6052 0
2868 555 0
3267 6684 0
1484 1026 1
507 1046 0
886 785 0
2263 5904 0
7313 5735 0
2207 5111 0
4442 1166 0
1619 3992 0
2921 5086 0
1656 1549 0
6183 4770 0
4401 5821 0
1956 1751 0
3999 5657 0
461 5450 0
353 1948 0
4367 3563 0
2574 5120 0
1533 2397 0
74 5171 0
4445 6651 0
6137 1610 0
5014 347 0
568 3575 0
4374 6598 0
7130 4063 1
2221 468 1
2529 1938 0
5818 3020 0
577 4007 0
6838 3196 0
2811 3595 0
552 2153 0
3463 5340 0
331 6615 0
6093 2644 0
3540 6357 0
275 3723 0
7247 3687 0
5993 6491 0
5223 702 0
4180 2734 0
621 5243 0
3594 4055 0
458 7306 0
5287 3550 0
4705 7174 0
732 4843 0
2013 5702 0
2067 6354 0
5878 1806 0
6555 2239 1
6001 4838 0
2235 1962 1
5529 7148 0
2990 4675 0
7354 6415 0
5747 5059 0
4671 3362 0
6397 5651 1
3360 2430 1
5318 4908 0
4256 4063 0
2195 3221 0
7402 3408 0
5820 5387 0
5792 6528 0
4958 4953 0
3857 6462 0
326 6108 0
1634 6698 0
871 990 0
138 6523 1
5293 3150 0
213 3846 0
1356 7377 1
1946 492 0
4398 5592 0
749 2561 0
76 4423 0
3826 2254 0
3223 2923 0
3861 6890 0
6148 5498 0
5859 1129 0
3302 4597 0
525 5492 0
5526 61 0
6752 502 0
4245 5884 0
5575 7472 0
2251 4296 0
3219 6370 0
3574 1771 0
2211 1608 0
5046 5419 0
1301 3349 0
7051 4812 0
1262 4315 0
1746 7398 0
4793 3221 0
5139 1679 0
6173 3731 0
4486 1622 0
3253 1046 0
6542 801 0
4746 5635 0
4404 4379 0
347 7491 0
3262 5718 0
3674 2296 0
3190 2165 0
4449 6566 0
2679 3060 0
7161 5705 0
6097 348 0
2860 6485 0
3373 5751 0
5386 5251 0
3730 61 0
2646 4645 0
3683 502 0
3043 4159 0
4702 706 0
6298 528 0
4470 1422 0
5306 6674 1
6550 6452 0
853 6520 0
3147 4434 0
3434 6005 1
4541 6159 0
5560 4685 0
3565 1694 0
6298 2184 0
2368 6934 0
476 6934 0
2855 269 0
4578 1002 0
5975 4097 0
2637 5547 0
3436 6880 0
5634 4150 0
2759 3096 0
5199 3104 0
4101 2409 0
4505 4463 0
797 7457 0
5009 2321 0
3019 397 0
388 5943 0
3784 4157 0
6802 7360 0
6630 2233 0
4100 6942 0
4991 5933 0
1563 3853 0
2207 1708 0
4515 4649 0
2839 2537 0
4333 6939 0
7263 5023 0
5284 5421 0
195 641 0
3230 4237 0
2818 6454 1
4673 2001 0
5311 1881 0
2468 7460 0
1270 174 0
1670 1291 0
7437 5841 0
3427 7119 0
6125 2132 0
38 432 0
3943 4157 0
5464 1559 1
3218 4869 0
617 6934 0
1436 5769 0
5779 3995 0
7036 2815 0
5406 2497 0
3659 6545 0
1953 4235 0
3223 1312 0
6754 6002 0
3562 5652 0
2514 3629 0
5089 260 1
6901 5001 0
4180 6755 0
5688 7122 0
3093 4878 1
4989 3435 0
2311 7471 0
3548 5256 0
3073 4026 0
3867 3864 1
4275 829 0
1257 6113 0
6802 2646 0
6517 1181 0
1340 423 0
5471 39 0
594 6547 0
4232 6549 0
187 4266 0
3064 5745 0
6666 4467 0
4604 4807 0
2813 7349 0
7373 216 0
4685 938 0
1657 122 0
4605 3047 0
899 5905 0
7270 5553 0
2474 7336 0
6859 6008 0
7385 320 0
160 6818 0
5076 5973 1
973 2092 0
5586 3049 0
3273 4487 0
4927 2555 1
286 5814 0
6007 4880 0
2722 2953 0
3950 4433 1
1575 5524 0
3175 1589 0
3540 1957 0
6236 3214 0
154 4351 0
7319 1912 0
2212 3713 0
5128 629 0
2935 6507 1
4911 4092 0
6564 6924 0
1910 2804 0
2308 5637 0
2729 581 0
4042 6701 0
7275 3780 0
6888 5969 0
6045 3401 0
4244 4873 0
2111 4110 0
5686 2950 0
3894 1958 0
481 137 0
1563 5869 0
6147 3893 0
4714 4583 0
4168 4616 0
6902 3113 1
3887 3664 0
1609 6851 0
2098 4234 0
254 6548 1
2275 5574 0
5353 4791 0
1292 4161 0
1482 5666 0
1777 914 0
4713 172 0
2271 2303 0
100 2412 0
5173 5443 0
702 1369 0
1695 2067 0
2909 2573 0
4493 6928 0
1502 1386 0
2612 1814 0
6432 4151 1
2317 3549 0
4042 3653 0
3805 6972 0
1672 2418 0
5445 5407 0
1534 1286 0
5078 3349 0
7171 504 0
4873 1493 0
5748 996 0
6229 2797 0
6636 1369 0
952 3838 0
5116 3928 0
7248 2132 0
2841 2892 0
5378 4976 1
6680 6179 0
883 6936 0
6634 4512 0
1162 220 0
311 6104 1
6274 3760 0
6239 6675 0
1341 479 0
5205 5647 0
5402 4627 0
215 1475 0
6627 6688 0
1538 817 0
6398 6525 0
5112 1756 0
4420 933 0
3230 7313 0
6454 1850 0
5622 5508 0
5803 6030 0
2488 7119 0
6467 2923 0
3127 6534 0
2324 5112 0
685 1045 0
3241 719 0
2444 294 0
7172 309 0
6975 7470 0
7260 1024 0
6338 6168 0
7035 4276 0
849 3848 0
840 756 0
392 6035 0
6804 7109 0
1557 5698 0
2702 6897 1
1088 5007 1
6621 3346 0
5593 408 0
3905 6261 0
2308 303 0
4096 2055 0
5716 6149 0
6126 4160 0
6184 2337 0
4555 5379 0
6792 2547 0
853 2211 0
5347 3617 0
7016 5806 0
5632 6199 0
4670 374 0
7467 2875 0
6015 788 0
6974 5262 0
2963 60 0
2598 5490 0
1080 752 0
2115 1409 0
1463 2533 0
1324 5577 0
4134 576 0
5151 4310 0
2811 7383 0
3632 7477 0
2244 1522 0
2612 2257 0
2825 942 0
3745 7247 0
311 4105 0
3562 7208 0
1781 5238 0
6747 470 0
6375 251 0
2650 6478 0
2896 1409 0
6115 4658 0
6681 530 0
1620 669 0
6204 4428 0
1959 4371 0
4949 4252 0
1795 2234 0
565 4725 0
6248 2318 0
4200 6863 0
1857 4830 0
563 24 0
722 4140 1
2510 6699 1
2022 3891 0
244 5042 0
1327 5515 0
1073 6292 0
1913 315 0
5114 2175 1
3947 6586 0
1855 3332 0
734 2304 0
4939 5261 1
4225 6715 0
6063 6471 0
7440 4539 0
4927 6309 0
2072 7496 0
5782 1127 0
7190 3185 0
4333 226 0
1533 415 0
6977 228 0
6242 1426 0
5919 3648 0
1406 6863 0
1190 5848 0
3309 554 0
1793 4186 0
3132 3062 0
987 2332 0
6330 647 0
5656 2105 0
6777 3405 0
6709 1762 0
7150 812 0
5050 2020 0
3115 6150 0
909 467 0
2571 7385 0
4841 6785 0
6751 6382 0
5595 2257 0
368 3079 0
4006 4858 0
1528 2564 0
7399 6810 0
2722 698 0
1981 831 0
2064 7346 0
5581 363 0
3344 2135 0
1316 5588 0
1368 562 0
775 7084 0
5265 6367 0
4448 6198 0
1133 842 0
2889 4942 0
4985 7092 0
1805 2409 0
1512 6383 0
7034 1684 0
1899 4517 0
4091 4981 0
554 1303 0
2076 4967 0
4723 3602 0
3238 5370 0
730 2812 0
660 3387 0
5692 1708 0
5404 1042 0
1237 2071 0
2257 7107 0
1725 1396 0
6239 4499 0
6685 1127 0
4723 4398 0
1562 83 0
5767 3855 0
814 1152 0
1422 5840 0
6728 3813 0
2248 7292 0
7374 4342 0
1858 3359 0
4047 483 0
7191 6150 0
2398 5838 0
2297 2550 0
2792 2376 0
4366 735 1
3960 4184 0
7271 3467 0
1703 1948 0
7291 6754 0
5529 181 0
3732 3719 0
3761 2310 0
4698 6044 0
4891 5126 0
545 402 0
1136 3529 0
4558 1561 0
5834 1608 0
5464 3221 0
6559 5841 0
7361 5212 0
5503 5506 0
1494 1377 0
5992 6759 0
3135 4930 0
743 4742 0
2960 2473 0
2161 3715 0
5187 5214 0
4253 168 0
6550 6485 0
6581 3584 0
