nohup: ignoring input
program_start_time:  2020-06-16 08:45:02.301550
Train for  C
train_data:  
3642 4507 1
5749 7451 0
1122 3081 0
6476 7374 1
3491 758 0
392 4439 0
5038 2587 0
2666 4212 0
153 2517 0
471 7400 0
2503 7192 0
740 3846 1
5556 6695 0
152 3071 0
2302 6689 0
2552 6512 0
6942 1046 1
1345 7099 0
6415 5048 1
182 5443 0
6745 2944 1
2961 2079 0
5757 3219 1
1486 3835 1
1813 2114 0
651 2768 1
1545 5840 0
7482 7037 0
6778 322 0
919 3498 1
2284 2134 0
1968 414 0
190 2147 1
335 2250 1
5073 6919 0
4372 1652 0
427 2824 0
5887 7451 1
399 4412 1
2006 4982 1
4775 4275 1
5865 6937 0
2895 3211 1
1367 5956 1
6957 6640 0
5049 6630 0
6428 5165 1
11 2778 0
2247 2386 1
5153 4772 1
3203 1192 0
6254 3287 1
685 4995 1
4686 1394 1
1273 1538 1
1309 3574 0
2581 5215 0
4707 5271 1
6871 1777 1
4224 5579 1
4509 1132 0
6257 2446 0
3379 3095 1
329 3703 0
2789 6210 1
1083 3814 1
277 5300 0
6789 3210 0
1447 3264 1
7192 4156 0
1090 7474 1
3281 2739 1
5722 5866 0
6065 4756 0
3132 7147 1
7346 3290 1
4743 5517 0
14 6677 1
3140 4908 0
6178 7327 1
6190 3522 1
1755 3263 1
8 1360 0
5641 4957 0
3973 3882 0
3697 4345 1
325 6839 1
993 2083 1
2005 3323 0
5482 6893 0
611 5593 0
6671 562 1
262 4418 0
482 3010 1
3980 2555 0
3688 5270 0
1986 2872 1
2557 2773 1
278 4760 0
215 3433 0
4072 7350 1
4080 5763 0
326 7419 1
4934 6685 1
6500 3968 0
3646 5553 1
5373 2677 0
6323 4359 0
5388 7140 1
6607 31 1
4832 1964 0
4243 828 1
3315 391 0
4902 5430 0
1363 6656 0
4332 4006 1
2851 371 0
219 6304 1
6838 4347 1
736 1607 0
2841 3489 1
4506 6526 1
2982 4495 0
6711 2685 1
1317 2238 1
6841 1580 0
7087 292 0
5639 658 1
7265 7390 1
3008 6023 1
4244 6024 1
1175 1498 1
6089 499 1
7087 7173 0
6708 7038 1
3798 6880 0
4330 5823 0
1404 1913 1
1226 7483 1
153 3280 0
4479 3654 0
738 6654 0
263 5967 0
5234 5286 1
2267 5095 0
2779 6264 0
3767 4339 1
2510 3396 0
5389 1684 0
1408 2707 1
2757 3803 0
4160 5784 1
843 4961 1
473 6710 1
6657 6262 1
2397 14 1
2974 4419 1
3225 6758 0
176 5179 1
6529 7488 1
5945 490 1
4248 155 0
4379 4499 1
6804 841 1
4644 5149 1
3088 1127 0
470 867 0
515 2775 1
5835 4184 0
4376 3824 0
3838 6262 0
2135 4827 0
2299 4891 1
1115 1459 0
5993 7481 1
2201 2939 0
1053 3379 1
6051 4812 0
3581 6072 0
5915 3414 0
2665 896 0
5707 3531 0
6778 7331 0
6772 4692 1
5468 6771 0
3942 4594 1
6579 334 1
1243 2211 1
6172 1251 1
123 2869 1
4044 6704 0
3461 5729 1
2628 6551 1
423 7311 0
1093 5353 1
430 744 0
3158 2992 0
6459 5445 0
2711 1352 1
1129 4149 0
7064 7155 0
87 5937 0
2164 4741 0
4331 4450 1
2824 5641 0
6934 972 0
2366 76 0
7026 5959 1
2711 4395 1
2171 4922 0
4781 422 1
2289 2626 0
1147 2456 0
2018 6034 1
3988 3127 0
4643 1709 0
4846 2459 1
3165 4882 1
5419 1250 1
3998 2349 1
4754 7464 0
2816 914 1
6505 2434 1
1669 6031 0
2890 428 0
2929 5129 0
7237 7494 1
581 3042 1
516 3069 0
6213 49 1
2624 1483 1
3243 3330 0
6443 6469 1
6378 7223 1
5270 4022 0
5179 5441 0
6662 1419 1
1296 1735 1
4865 2192 0
4303 4882 0
7336 1316 1
5251 3811 0
5136 4766 0
4364 635 0
2067 6586 1
471 1960 1
4093 3277 0
727 1044 0
6808 3445 0
887 7277 0
343 7129 1
3690 6453 1
3613 3021 0
883 3410 1
5071 3137 0
210 4684 1
4353 1447 0
22 5142 0
5422 3473 0
4930 5729 0
7345 4697 0
6552 5815 0
6637 2575 0
1156 4171 1
1998 4277 1
3464 6158 1
5399 6876 0
2361 5030 1
1331 5848 0
189 4505 0
5309 5887 1
5163 813 0
3716 3699 1
3012 1702 0
7198 6023 1
29 3395 1
5551 4602 1
5362 75 0
2742 5231 1
6166 6470 1
669 1293 0
6329 1728 1
4115 6252 0
7444 252 1
2338 6501 1
1691 5324 1
6807 5342 1
7030 425 1
3720 5569 1
55 4498 0
2870 6130 0
1135 506 0
5652 962 1
5896 5653 1
2055 4498 0
3032 6315 1
5891 1687 0
1032 6968 0
5577 1064 0
5058 725 0
5982 1466 1
2907 2537 0
7353 395 0
1108 4799 0
6071 2453 0
7390 2032 0
3576 4146 1
4240 7300 1
4614 3823 1
2021 568 1
1236 939 1
109 5296 1
367 266 0
5849 1429 0
4092 5696 1
3800 6544 1
6410 1393 0
5587 3479 0
702 6117 0
3114 7260 0
1129 7406 1
3025 7367 1
6654 5422 1
1622 2252 0
1420 3568 0
1522 1627 0
5525 3891 0
7098 6892 0
6565 6697 0
3828 5275 0
571 11 0
6425 1593 1
6429 3619 0
823 4673 0
2125 4656 0
1476 3009 0
1852 5198 0
2570 1630 1
4389 2137 1
919 761 1
4695 881 1
4630 3179 0
3076 1704 0
7030 6289 1
6177 4384 1
6612 2327 0
4618 4382 0
7220 4588 0
1135 5436 0
4316 2257 1
6045 4878 1
4904 1505 1
1242 7451 0
862 2536 1
5536 3683 1
1251 6740 1
1105 3887 1
5123 3202 0
402 364 0
658 2998 0
6012 2682 0
4856 211 0
3764 3878 1
2211 7377 0
5599 1031 0
2116 7450 1
264 4106 1
1909 4522 1
4092 697 1
4680 1483 1
6458 5226 0
6167 5640 1
3677 1342 0
2864 7074 1
1494 82 1
3193 3631 1
665 6905 0
5526 5201 1
3563 665 1
1193 2958 0
6238 4043 0
194 3725 0
1300 2324 0
3834 6854 1
989 4658 1
3286 5665 1
1934 203 0
1253 2283 1
4370 4052 1
1513 743 0
4029 4057 0
1244 6743 0
6665 2808 1
5486 4965 1
4598 817 0
4164 4405 0
5101 3211 1
5798 6356 0
3362 597 1
7412 3229 0
6516 7081 1
5979 596 0
1528 7304 0
7377 67 0
2845 3888 0
7365 6654 0
2960 4963 0
7187 7003 0
978 2363 1
6502 1481 0
670 2540 0
1374 690 0
4674 4965 1
7344 6861 1
7022 6954 0
1878 2201 1
2385 3705 1
3304 2798 1
3272 6672 1
5279 515 0
6305 5705 1
2377 4474 0
4371 6155 1
3964 7341 1
4838 4692 0
1944 2513 1
2450 2511 0
6787 3026 0
5160 7193 0
3470 3087 0
1515 5943 0
5118 2676 1
2928 6425 1
384 2308 1
981 1869 1
2243 36 1
1339 1396 1
3342 5111 1
3268 2987 1
5771 4079 0
7030 4995 1
4114 435 0
6200 4248 0
4746 875 1
2891 1826 0
3716 7438 1
1513 5859 1
2433 6392 1
6465 6456 1
3349 1220 1
5347 2762 1
6561 7288 1
5463 312 0
3173 2249 1
876 6729 1
5798 3607 1
1303 7275 0
5522 4798 0
4984 6188 1
3970 3410 1
4244 174 0
5384 5106 0
4201 5270 1
7057 928 0
2116 2117 1
5582 1406 1
4771 3950 1
2116 5448 1
4306 4433 1
7372 7436 1
2143 7279 1
1335 6307 1
5137 5618 1
5743 7352 0
959 359 1
2015 1458 0
1525 2341 1
4778 3705 0
110 5101 1
1098 1101 0
4550 1378 0
2095 3349 0
5138 7345 0
6940 4099 1
4920 1303 1
4098 1154 1
6460 3055 0
3036 4194 1
6893 5716 0
2618 6517 0
1436 7134 1
469 1215 0
5548 3134 1
135 3037 1
3800 694 1
4771 3473 1
3429 5313 1
6899 7416 1
5466 6654 1
4442 5150 0
7426 7329 1
333 2197 1
2346 1420 1
6914 304 0
1710 6578 0
2075 2283 1
3751 3259 0
6397 4010 0
2798 5254 0
3193 7463 0
6169 5857 1
1900 3008 0
4282 2069 0
3564 4531 1
5745 5339 1
511 7499 0
1364 2291 1
3962 5683 1
6741 3583 1
1938 6074 0
4788 1528 1
735 2215 0
985 7480 0
5508 4480 1
1188 5813 0
4016 5038 1
5090 1945 0
5658 361 1
6900 1679 0
4866 4101 0
2186 6238 1
925 5760 1
6085 3874 0
1545 5646 0
4869 5313 0
5051 6565 0
1920 3774 0
4036 1509 1
1858 968 1
6309 606 0
3278 6975 1
2663 1833 0
949 4808 1
7282 4807 1
7017 6625 1
1771 4592 0
1728 4252 1
1952 3047 1
612 1373 1
1885 2289 1
461 3393 1
4370 4880 1
2075 5657 0
2039 2819 0
6834 628 1
3158 3750 0
2496 2309 0
1009 3259 1
2595 2257 1
158 2168 0
4417 3448 0
3697 1761 1
6627 5803 1
5563 4551 1
1904 329 1
40 4793 0
654 6109 0
4374 7255 1
4526 1198 1
7198 4141 0
3097 2382 1
4768 2387 0
804 2719 0
4999 6886 0
4134 67 0
3592 6685 0
3926 6128 0
2605 6076 1
5426 7223 1
1956 6044 0
6893 3898 0
6482 3770 1
1297 6158 0
4693 2776 1
5101 7246 0
5222 4553 0
2379 5413 0
2283 6799 0
858 2632 1
2289 963 0
4077 576 1
6458 7093 1
1654 1140 0
6534 298 1
2 4162 1
1092 5602 1
4360 1250 1
3658 4319 0
4033 877 1
6532 1272 0
1008 2689 1
2667 1343 0
5160 193 0
6573 1850 0
7111 2527 1
3396 6638 0
4640 4434 1
4717 2531 1
27 906 0
4024 4473 0
5154 2060 1
5179 4775 0
4983 1690 0
4094 7074 0
1242 7256 0
6518 4148 0
6827 3221 1
7314 5102 1
5530 5484 0
7159 5106 1
6753 179 1
5894 6858 0
977 7160 0
4522 6326 0
1043 503 1
449 4517 0
6018 1376 0
4481 216 0
5712 3812 1
790 4170 1
5704 4812 0
6607 1459 1
6629 5825 1
1812 3712 1
5618 4005 1
6578 1506 1
2097 5456 0
2862 3133 0
5809 3383 0
2374 3077 1
3225 911 0
1585 3822 0
6123 2347 0
5745 650 0
7456 7053 0
2876 7275 0
7159 3706 0
7320 5539 1
4497 4707 1
2749 5131 1
1246 5895 0
3178 3807 0
5690 518 0
4970 13 0
3468 4355 0
4965 2848 1
6978 2726 0
1347 6117 0
6387 1828 0
5595 6634 0
6415 6642 1
5749 3236 0
652 4604 1
2936 2199 0
5252 3334 1
2825 4211 1
3162 549 1
2045 879 0
3973 1670 1
2366 6550 0
2652 1602 1
4951 5998 0
128 2898 0
3373 2820 0
2147 3298 1
6628 2777 0
565 1286 1
7446 4403 0
7231 502 1
5248 2291 0
6923 3227 0
5495 5835 1
1276 7215 1
243 6099 1
7483 5449 0
4116 6363 1
325 1377 1
5379 7447 0
7117 6449 1
147 3007 1
1237 5580 1
1134 3637 1
1230 3957 1
4808 2282 0
1656 2706 1
936 4859 1
4266 1141 0
4049 1889 0
3173 5670 0
5320 2829 1
6055 1956 0
6433 6385 0
6612 4240 0
5707 7143 0
2372 3740 1
6320 1047 0
6775 879 1
462 4560 1
7114 4335 0
5479 1374 1
1452 1651 1
6552 6731 0
1638 7018 1
3089 3897 0
6024 7061 0
681 3624 0
5759 374 0
617 7104 0
5654 2994 1
6789 6046 0
1610 1584 1
287 2200 0
2224 4816 1
3745 6370 1
1335 3388 1
2165 422 1
670 5328 1
1525 1821 1
28 6776 1
6300 1698 0
2095 3495 0
2140 5663 0
5774 1110 1
4593 1554 1
4358 5018 1
1880 6871 1
3649 4057 1
6927 1765 0
3739 4171 1
7325 6506 1
5162 1110 1
5290 171 0
581 5657 1
6784 3185 1
1135 3427 0
3927 7155 0
1853 7229 1
3475 694 0
3427 1489 1
1733 380 0
2638 6110 1
3819 777 1
3656 5570 1
99 1354 0
5794 1788 0
5795 3103 0
4782 3290 1
4481 3664 1
5296 1514 1
216 3933 1
102 1228 1
5580 1706 0
5549 3097 0
6542 7478 1
4103 2575 0
6354 1891 1
5288 5092 0
3592 4579 0
6376 6133 1
2878 4226 1
3247 4941 0
6465 3495 1
6260 4541 0
5416 306 1
6615 4394 0
1501 2845 1
5308 4154 1
3772 2733 0
6516 1485 1
904 2351 1
7336 6230 1
676 2002 1
3465 1593 1
4843 7075 1
6787 6296 1
179 1919 0
4151 4642 0
1275 5438 0
7105 239 1
668 4858 0
6923 5275 0
6194 7181 1
2269 2619 0
2950 6034 1
4373 6499 1
3550 2204 0
6713 418 1
982 6953 1
6345 6750 1
6280 6152 0
1283 4214 1
3221 7394 1
358 4750 0
6655 6416 1
282 3792 0
6497 1657 0
841 3255 0
221 5481 0
525 4718 1
5125 6732 0
4090 1786 0
790 6300 1
1023 1873 0
7342 2234 1
6932 5618 0
5011 6336 1
5805 1256 0
5461 2868 0
1773 1730 1
6699 2679 1
4430 4679 0
1604 1252 1
3013 7137 0
5100 1836 1
222 1617 1
4118 3932 1
4429 5476 1
2704 5901 1
5286 1843 1
5661 128 0
2588 6059 0
529 1602 1
5042 1860 1
787 6522 1
4638 6112 1
6506 2061 1
1858 6160 1
5020 4504 0
4092 6375 1
3025 4801 1
6221 5182 0
1909 2082 0
3166 208 0
4851 3270 0
2215 4671 1
1938 4376 1
1508 2669 1
4516 6535 1
5556 6902 1
4631 4798 1
6760 4781 0
4255 2515 1
7202 5594 0
501 1321 0
3480 2476 1
4345 1143 1
2082 1723 0
4927 6533 1
629 3686 0
5434 5143 1
1953 4517 1
889 4898 0
2646 7084 1
6157 161 0
1685 5954 1
4377 1758 0
943 1201 0
4589 2044 1
4203 1532 1
6334 5702 0
5818 4781 1
914 1969 0
4503 1141 0
6934 1555 1
6242 7240 1
1218 1738 0
5096 3985 0
2904 2755 1
3662 7390 0
573 5282 0
5803 1977 1
5160 3371 0
5899 3040 0
7315 3187 0
3986 1563 0
3791 184 0
76 2291 0
3408 2809 1
439 2681 0
6873 761 1
7243 5198 0
329 2916 0
3337 5295 0
841 5232 0
6091 6426 1
5726 7165 1
2450 4351 1
4818 2738 0
1611 3796 0
4457 5313 1
2313 4624 0
105 30 0
7247 6706 0
293 6853 1
4083 2988 1
5334 2308 1
7 5398 1
5793 4954 0
5431 3302 1
2342 3316 0
3934 875 1
4182 4256 0
1421 3627 0
7031 2656 1
2129 4060 0
1509 875 1
6570 3246 0
3402 5734 1
2964 1783 1
4215 3159 1
5568 6161 1
5371 6004 0
77 3928 0
6634 1804 1
4124 385 1
1191 1732 0
1625 4291 1
5172 7295 0
4568 447 1
5496 1952 0
6534 4150 1
6813 4964 1
5549 3795 1
1168 4703 1
6038 5755 0
6534 4563 1
1267 7169 0
5099 3359 0
4332 1688 1
6931 2094 1
7031 3967 0
4218 7249 0
3403 118 0
4129 5574 0
2610 2315 0
6306 876 0
6078 6760 0
5506 5717 0
6450 659 1
5328 3730 1
6168 2694 1
938 3682 0
3501 1219 0
5461 2209 1
606 1477 1
2673 3112 0
5093 4173 0
1516 7131 1
4625 4434 0
797 1056 0
5909 2051 1
3857 7165 0
6579 4399 0
5559 1386 1
2959 3522 0
265 6869 1
5694 1581 0
7357 3348 0
7017 5746 0
4746 374 1
1150 2800 0
1089 7361 1
5512 4433 0
1450 4581 0
2815 2874 1
317 7091 0
2542 5935 1
4013 1150 1
3441 5091 0
6690 193 0
1106 5443 0
7346 2543 0
7419 7013 0
6845 6265 1
1189 29 1
3701 1493 0
1845 845 1
3341 2512 1
1560 5897 1
3194 5927 1
756 449 0
2849 3678 0
7261 1102 1
6663 2218 1
4569 7483 1
2544 6604 1
3667 2559 0
5935 4563 0
6491 1093 0
4214 3097 0
61 1560 1
3253 3814 1
1807 4736 0
6906 1672 0
5612 428 1
26 6097 1
4117 6695 1
7426 4995 0
3154 926 0
4383 7174 0
5002 969 0
411 746 1
5824 5502 1
1347 2713 1
1801 1936 1
4164 6467 1
6430 305 0
796 1732 0
5988 2128 1
5009 5612 1
5933 2091 1
6595 4125 0
3384 5165 1
228 3299 0
4754 1263 1
5868 1036 0
646 4986 0
6501 882 1
1402 6553 0
2141 1690 0
7212 4106 0
4473 403 1
6552 4111 0
2377 5315 0
4862 5887 0
7482 4828 0
5127 4736 0
2899 2896 1
4622 3191 1
921 3791 0
4324 3974 0
6367 727 0
3607 2671 1
2368 1761 0
6638 6714 1
689 4070 1
5868 2844 0
3012 797 1
4754 1969 0
6207 4582 0
1524 5791 1
6809 3750 0
4779 1940 0
3415 4118 0
6660 1259 1
5470 5409 0
2097 3573 0
5538 4876 1
3390 7214 1
3927 6001 1
1505 819 1
6897 482 0
6471 4496 1
579 1179 0
3653 3349 0
6962 5894 1
722 6955 0
2646 2451 0
5220 6467 1
7483 5188 0
6501 5195 1
566 2221 1
5006 4839 0
3614 613 0
94 6159 0
6399 5734 1
3974 1050 1
315 545 1
3142 3256 1
2994 1286 1
5167 791 0
86 615 1
4733 303 1
5556 4433 1
3986 5928 1
3777 4498 1
4871 4990 1
526 1181 0
52 77 1
1085 4426 1
2617 6014 0
90 6075 0
6926 1937 1
476 5974 0
6079 3864 0
2404 5264 0
2294 6656 0
6469 4440 0
1127 2758 1
4535 932 1
2970 4285 1
7417 1134 1
3561 7357 0
2003 2664 0
6382 443 1
4789 3240 0
4381 6253 1
311 5189 1
84 2436 0
4011 3026 1
5222 1213 1
2288 7053 0
5935 5914 0
1285 1788 0
3342 3378 0
7374 4576 0
4544 4834 1
7459 6075 1
4379 4844 0
6443 735 0
4903 2551 1
6905 5634 0
2862 7173 1
6120 4402 1
6174 6089 0
646 376 0
384 2637 0
4390 2541 0
6346 3961 0
5103 4244 1
6173 3710 0
586 1335 0
2313 5695 1
922 6028 1
6575 4501 0
3005 1143 1
1276 540 1
4544 6591 0
3521 4885 0
3261 6120 0
129 962 1
2425 314 1
3223 6351 0
4573 2900 1
3289 3503 1
6923 301 1
909 1266 1
345 511 0
1698 6509 1
980 3132 1
3958 5920 0
5651 5847 0
3759 1824 1
3537 5835 0
6723 1804 1
2288 4483 1
624 2010 1
5132 6267 0
7400 5194 0
5005 6472 1
5567 1577 0
5177 4766 1
1553 4233 1
6503 2685 1
5276 5329 0
2459 522 0
1762 3832 1
4105 1030 1
1519 6997 0
1779 3046 0
6327 1277 0
5803 3563 1
4784 5235 0
4923 4271 0
4977 625 1
7275 5930 0
3461 6651 1
2179 6337 1
4454 2560 1
1647 6871 0
7045 2746 1
5608 4945 0
372 1684 0
3746 5458 0
6912 7229 0
5470 3393 0
1461 4606 0
7152 5773 1
4170 6136 1
1053 5416 1
4804 7380 0
6573 3373 0
588 3418 1
6275 3156 1
6978 6594 1
4406 6867 0
253 2008 0
6777 4059 0
3672 7004 1
6704 3481 1
5589 2977 1
5641 3705 1
1121 6446 1
2442 7166 1
5469 3018 1
3861 3599 0
3273 5206 1
6714 1068 0
641 5619 0
6266 4587 0
1560 4282 1
4564 2730 1
5064 3334 1
6357 876 0
2983 370 1
5522 4778 1
4950 3287 0
3012 5811 0
4643 6992 0
7487 1728 1
5162 2068 0
2229 4643 1
4824 6702 0
2640 6620 1
6561 5607 1
5730 6051 1
6596 3156 1
5340 330 0
2593 1494 1
952 3112 0
3054 1378 1
4128 1960 0
6031 3067 1
1866 988 0
1688 6950 1
2966 4096 0
4413 7480 0
6939 156 1
6521 3643 0
1788 6566 1
4522 239 0
2445 7258 1
4341 5463 1
7086 4479 1
1940 491 1
301 5910 0
5213 1563 0
3573 159 0
688 3919 1
1092 5318 1
1128 6273 0
2645 6021 0
5177 2106 1
2763 6957 0
328 6034 1
661 2426 1
4459 2576 1
6780 340 1
4270 1409 0
4968 7353 1
6557 3297 0
6734 6827 1
5940 955 0
2234 308 0
4757 5016 0
294 6139 0
3707 972 1
2191 6991 0
3160 4332 0
5449 1677 1
5738 2420 0
5280 25 0
3978 4353 1
4683 7327 0
3387 4873 1
5544 7460 1
4752 5973 0
662 4498 1
3593 4710 1
2232 2696 0
5811 6075 0
4291 941 1
2755 4251 0
3870 2803 1
6890 1964 1
7262 3737 0
3609 7486 1
3994 3768 1
7216 5522 0
5935 6284 0
1725 4325 1
1605 3395 0
621 4736 1
6380 917 0
4331 7458 1
4477 6159 0
6798 5218 0
6393 49 0
512 877 0
5051 1535 0
4854 6157 1
3362 6344 1
1159 6319 1
3081 7447 1
6628 5069 0
4324 6203 1
441 1851 1
1888 5016 0
3357 4803 0
1331 2656 0
1237 4749 0
7150 1725 1
6376 4218 0
3666 3458 0
232 5659 0
3281 5458 0
3651 1960 1
2380 5860 1
5720 6499 1
6306 6348 1
779 4909 1
705 949 0
5720 2910 0
744 2953 1
6054 1723 0
3656 1352 0
6300 2898 1
1521 5713 0
757 3574 1
1473 1368 1
6384 6178 0
2896 3686 0
4163 1861 0
1332 2240 1
4849 6354 1
6943 6391 0
613 6752 0
4855 2601 0
2414 7358 1
1292 6557 0
1196 3293 1
7447 5431 1
5676 3038 0
5349 6900 0
4137 5278 1
592 2236 0
2324 4221 1
250 2345 0
7277 7351 0
1280 7271 1
3008 1023 1
299 7093 1
2392 3650 0
4158 7385 1
6515 3965 0
7078 832 1
1480 6051 0
3758 1155 1
6253 1843 1
339 5331 0
4754 1273 0
7367 2518 1
498 4419 0
6274 5114 0
1715 2046 1
1729 6276 0
1340 3766 1
6853 3227 0
5019 6052 1
2814 7248 0
1111 2850 1
919 6183 1
3385 4162 1
682 7123 0
1646 6123 1
7417 6613 1
2474 2760 1
6884 1778 1
6767 4187 1
850 6153 1
7023 1138 0
5075 5914 1
4207 7250 1
10 2849 1
1159 3078 1
1356 2059 0
3222 1473 0
5830 413 0
386 67 1
6189 5422 0
3416 1510 1
4500 2807 0
1856 4378 1
7492 4531 0
755 7077 0
2370 5819 1
869 6398 1
4425 3507 1
5920 1883 0
1674 545 0
949 890 1
52 732 0
6694 5911 0
2600 927 1
2384 2106 1
5670 4639 1
7378 3983 0
5364 1418 1
6872 2359 0
3089 2983 1
1434 867 0
2294 6469 1
3 5602 1
2168 2762 1
1396 1934 1
1131 831 1
5293 4644 0
6342 440 0
2777 4436 1
4344 385 1
3036 5609 1
5317 1594 1
5238 2762 0
7430 2860 1
84 649 1
4334 6395 1
7073 2708 1
2001 2358 0
2797 4496 1
5360 3613 1
3376 3448 0
7433 5133 1
7290 2891 1
2722 3264 0
339 1379 1
3586 2928 1
2314 3202 0
3921 5490 0
7091 1740 0
2180 4357 0
5647 5845 1
2130 760 1
6447 4126 1
1808 1107 0
1239 6129 1
3728 2187 1
4670 5528 1
6224 3545 0
4881 2558 0
7168 7028 1
5487 4825 0
2845 5619 0
253 4717 0
2294 4821 1
7202 3503 0
5529 2180 1
1175 4045 1
1018 133 0
1587 6426 0
3565 2242 0
6345 5990 0
1398 1067 0
4342 7140 0
5743 1619 1
4564 6 0
4666 359 1
2289 2809 0
5200 2216 0
3248 5155 0
5281 6807 0
264 3008 0
5632 127 1
5596 3084 1
4280 5398 1
2559 3495 1
2361 4517 0
5452 4253 1
3068 3548 1
6130 6227 1
705 710 0
6495 7254 0
6231 4660 0
4645 3401 0
4547 1281 1
1165 5989 0
7130 1474 1
1910 1020 1
4159 165 0
6865 995 0
4663 7305 1
3263 1719 0
3132 5592 1
2919 1843 1
274 6426 0
4786 2794 0
5557 1576 0
3194 259 0
5531 963 1
5920 1036 0
5294 980 0
4392 5137 1
2411 2633 1
1071 6460 1
3987 5273 0
3040 2839 1
5932 5139 1
9 340 1
2475 5348 0
1695 7416 0
5608 2962 0
1592 5518 1
5151 1519 1
594 3659 0
27 763 0
6715 5431 0
3246 6478 1
664 6866 1
6803 2814 1
7298 4796 0
7310 2409 1
6979 2006 0
5759 7486 0
6495 6036 0
7187 1109 1
311 5975 1
1391 4414 1
5421 1106 0
6643 4739 0
1340 5382 1
151 6993 0
7327 892 0
6838 3501 1
6189 2478 1
5260 4665 1
5712 113 0
5830 1526 1
2076 5189 0
1744 5547 1
4909 7016 1
2136 5139 0
6655 1106 1
2748 2257 1
3605 1570 0
4876 6940 1
1749 4454 1
1830 3777 0
7044 1978 1
183 3729 1
2034 6648 1
3248 5670 0
81 5262 1
1229 2743 0
5303 5444 0
5387 4188 1
216 5532 0
7324 2897 0
84 1787 1
7112 5097 0
1514 6825 0
567 7116 0
7392 5206 1
334 4841 1
4126 6246 1
3618 6997 0
238 7028 0
6974 1909 0
1553 7103 0
3229 2956 0
3873 1453 1
4590 1954 1
190 3103 1
2806 266 0
3786 1324 1
1637 6074 0
2010 4460 0
7098 65 0
855 0 0
6351 7165 1
6299 4533 0
3198 1564 0
4671 569 0
1169 6483 1
3618 2533 1
1492 3139 0
3936 569 0
5137 5466 1
2398 597 0
1391 6788 1
3370 1952 0
4317 7474 0
87 6371 0
2551 4755 1
3932 2125 1
4970 2734 0
2075 4245 1
1158 5614 1
801 2026 1
5515 1471 0
1585 3469 1
115 90 1
4431 4020 1
3602 1836 0
6655 6969 1
1893 1547 1
2755 3397 1
6177 4969 1
123 6893 1
2487 4177 0
5596 5434 1
3669 899 0
2184 6621 1
3017 4750 0
523 5605 0
6751 4059 1
2709 1687 0
7460 6529 1
7405 622 1
6309 1885 1
1127 4421 1
1006 302 0
2529 597 0
6462 5443 0
2303 443 1
690 6836 0
2196 7093 1
5491 5858 0
3687 7394 1
1110 5993 0
1003 6166 1
3186 4239 1
4034 2639 1
6207 7342 1
6931 456 0
2728 1364 0
5030 4089 0
5654 4496 1
582 3665 1
1774 7008 0
6291 4172 0
4656 1631 0
133 2072 1
6185 4450 0
5613 5035 1
2032 3982 0
3459 291 0
3937 2553 1
339 4560 1
1431 6952 1
6606 6644 0
3737 5921 0
6489 267 1
4175 4668 0
2656 1104 0
123 3865 0
39 4817 1
5601 7198 0
6290 5333 0
4495 4671 1
5442 98 0
2781 6504 0
431 1670 1
3432 4655 1
110 5657 0
4240 4114 1
4794 4795 1
893 4262 1
4525 6202 1
5645 47 1
4549 2273 0
58 6644 0
1519 2877 0
689 2091 1
7124 2777 1
7027 7018 0
6939 5042 1
2950 6871 0
4756 3660 0
3698 97 0
6152 1842 0
3694 3323 0
7045 4019 1
6129 6766 0
6095 1948 0
3282 1909 0
3603 7499 0
6226 915 1
1449 831 0
18 6288 0
194 852 1
4461 806 0
6798 2223 0
1187 6731 0
5595 2939 0
7161 210 0
4926 2651 1
5121 1303 1
5048 1547 1
1200 3116 1
1006 3393 1
3834 2271 1
4354 912 0
2143 3878 0
4353 2095 1
2857 2910 0
5567 1452 1
6470 3328 0
6710 5745 0
1572 6085 1
4282 5195 0
4255 207 1
6601 3595 1
4697 5391 1
5844 1517 0
4644 1674 1
3509 3658 1
4285 1113 1
7049 6906 0
4342 4798 0
2801 2479 1
3419 4681 1
2138 500 0
5304 3564 0
344 5976 0
3608 4739 0
4358 3305 1
4257 6029 1
4268 1158 0
2067 6433 1
2233 91 1
2785 2818 1
4136 4514 0
6422 3257 0
6473 145 0
7304 2330 1
171 6356 0
7237 6313 0
1226 3629 0
5132 4537 1
6025 1797 0
380 2401 0
6056 7057 1
5280 31 0
5689 1711 0
4900 2283 0
7259 7364 1
2271 7459 0
2655 2679 1
6499 2767 0
6180 5923 0
7035 4046 0
1805 2034 1
803 4035 0
5584 3607 1
5895 249 1
1254 3099 1
5046 2942 1
4535 4566 1
4776 650 0
4958 851 1
3291 3307 1
5214 6545 1
870 2037 0
1469 4889 0
5468 4632 0
5887 3608 1
1922 460 1
5792 2872 1
2038 5170 0
931 4343 1
6654 963 0
2600 2496 1
6746 6690 1
3298 7116 0
