nohup: ignoring input
program_start_time:  2020-06-14 08:54:43.740041
Train for  C
train_data:  
4839 3149 1
7378 7328 1
6469 1982 0
1436 7446 1
7277 2545 1
3991 5309 1
1373 5504 1
4275 3707 0
3011 5205 0
4169 5530 0
3943 6865 1
7274 6748 1
7033 6624 0
613 3426 1
3672 3200 1
797 6144 1
458 294 1
5047 3024 1
419 6379 0
465 3058 0
6325 3230 0
7274 1590 0
5896 1662 1
7032 5821 1
6940 6730 0
6265 6222 1
3851 7200 0
36 2517 0
4936 2335 1
292 2920 1
4596 2704 1
3126 5714 1
6369 6211 1
4485 3897 0
1197 4114 1
5088 151 0
5796 5937 1
6384 4154 1
5845 2019 1
6341 5242 0
38 4723 0
1041 2519 0
4892 6772 0
1410 5202 0
1296 735 1
2609 4838 0
310 35 1
5385 6253 0
5305 177 0
6650 1695 0
3509 1593 1
312 1811 1
600 1808 1
6684 853 0
3531 3191 1
1443 358 0
758 2574 0
4316 5935 0
4364 1353 0
6640 634 1
761 2426 1
249 3432 0
557 4341 0
3753 2332 1
4771 3704 0
1602 4110 0
2254 6736 1
6272 2902 1
3940 7065 1
5679 5945 1
6949 5473 0
5695 50 1
6539 6183 1
2660 5672 0
5462 5967 0
6340 1028 0
3231 6614 1
4905 1436 0
5867 4961 0
5420 5995 1
5172 853 1
4605 1513 1
6412 833 1
5048 4490 0
6064 6042 1
6568 1608 0
3431 2089 1
3506 3426 1
1692 3985 0
2315 2041 1
1403 1192 1
651 629 0
6667 7242 1
940 3417 0
700 6073 0
7411 7084 1
2681 2634 0
1767 5131 1
2387 4918 1
924 2408 0
5181 5266 0
1162 4433 0
4741 4019 1
2257 5340 0
7471 2562 1
354 1901 0
2564 2844 0
6566 6159 1
1477 4853 1
2477 672 0
6175 5375 0
3446 1311 0
1704 4734 0
5713 5422 1
5665 2221 1
7017 5684 1
6421 2909 0
4846 3244 1
99 630 0
3415 4236 0
1279 1590 1
4485 6901 0
6981 2230 0
6205 1476 1
132 2958 1
6687 6295 0
7428 7256 1
2773 5982 0
195 5206 1
4861 7364 0
1764 2643 0
5229 2626 1
493 2012 1
3179 88 0
6137 3071 1
7345 2226 1
913 626 1
495 6134 1
6637 6430 1
835 1590 1
1352 7029 0
2963 1162 0
1007 2874 1
5382 3610 0
3067 5588 1
458 3829 0
1281 2019 0
2659 5141 0
3831 1840 0
1320 7134 0
2294 5693 0
4135 5047 1
6469 2371 1
3064 1198 0
545 5373 1
4431 389 1
5444 3303 0
5265 4754 0
5680 2261 1
6394 4644 1
3880 601 0
5014 6269 0
5361 2185 1
6064 2593 1
6075 3578 0
1779 4932 0
4164 1876 1
6940 4008 1
3929 3478 1
4231 746 0
6229 1232 0
4941 66 0
4842 235 1
2357 551 1
6442 6907 1
6009 2208 1
5333 5469 0
1684 4633 0
7408 4068 1
4269 4346 1
7256 2754 0
3364 6662 1
1850 5006 0
3535 1492 0
6567 2346 0
1981 6218 0
350 6271 0
5073 4117 1
5808 5261 0
27 7476 0
1359 3346 0
6524 5755 0
26 6274 1
4058 4053 1
2984 2968 1
3245 225 1
3339 3005 1
1114 5353 0
6235 5226 1
4833 6906 1
5664 7215 0
6494 7194 0
5351 5938 0
503 6487 0
1035 1957 1
2273 2122 0
1990 2639 0
1563 7194 0
3968 1156 0
2610 2756 1
2204 5236 0
3940 5262 0
4985 3497 0
6160 1384 1
2903 2766 1
6312 3131 0
2901 6962 0
761 121 0
1791 4818 1
5619 2758 1
7305 6549 1
5205 3763 0
5642 4210 1
6569 6984 1
4870 4571 0
2459 6231 1
6388 976 0
3406 4022 1
3448 4747 0
3980 5817 0
4110 572 1
1259 4473 1
1640 3130 0
3929 1130 0
5630 5305 1
395 6838 1
6781 2027 1
5736 5367 1
5254 3802 1
256 5293 0
1073 2167 0
3094 4909 1
279 5286 1
3611 2034 1
6512 2656 0
5476 6080 0
2438 5035 1
497 2708 0
2045 164 0
7168 350 0
2442 3020 1
5981 5950 1
3511 4788 1
2842 2407 1
6082 6174 1
3040 2115 0
4333 3300 0
6273 1789 1
4744 3316 1
5762 230 1
2879 2421 0
5398 4145 1
1257 564 1
7298 1503 1
4086 432 0
6105 7493 1
4957 2489 1
1222 6942 1
680 7048 0
1764 2646 0
3958 4535 1
1971 563 0
6762 1416 1
953 3278 0
6475 2975 1
4274 4915 1
1357 5923 1
5739 1547 1
3302 2650 0
6063 234 0
5261 6723 0
2272 6230 0
7235 5454 0
5792 2194 1
2325 5099 0
5571 6444 1
2783 2944 1
2818 6480 0
5799 7129 0
720 2865 0
3296 4473 1
4365 4683 1
317 1279 0
5244 847 1
6674 2285 1
4809 2544 0
2485 1046 1
3574 4317 1
73 4077 0
