nohup: ignoring input
program_start_time:  2020-06-14 02:05:05.263217
Train for  C
train_data:  
3275 4470 1
6360 7384 1
4171 1098 0
6560 3641 0
6352 3667 1
3913 525 0
129 529 1
3406 1805 0
2071 5856 0
3073 1472 1
256 2729 1
6657 4935 0
4802 3593 0
3744 6326 0
5812 3848 1
3379 3495 0
6745 5944 1
1962 2393 1
5968 4982 1
3990 7339 1
6092 778 0
5202 754 0
3920 975 1
2237 5286 0
5157 7175 1
867 2212 0
4683 1608 1
4131 4645 1
5900 1599 1
1468 1204 0
6238 2542 0
6154 5097 0
5338 1296 0
4552 2259 1
6464 2749 1
716 1290 1
5039 6170 0
4837 632 1
5886 5906 1
1282 3522 0
3603 1952 1
1440 5095 1
5661 6933 0
608 160 0
2410 1129 1
3956 5911 1
5495 6415 1
1452 3246 0
6931 2238 1
2129 4744 0
4283 726 0
1107 287 0
2809 5910 1
1965 222 0
654 4501 0
469 6058 1
6714 7121 0
6783 6987 0
4553 1171 0
7244 424 1
6485 3476 0
4232 6818 1
6726 6023 0
31 1564 1
6699 7140 0
3373 6104 1
28 3232 0
7123 4394 1
4117 2081 0
201 4768 0
3801 4752 0
2356 5174 0
5346 1492 1
740 5543 0
3966 1306 0
1768 7053 0
1663 1174 0
6879 7078 1
765 5042 0
5592 1439 1
6109 1197 0
3003 3828 0
2481 2700 0
1047 4072 0
3975 7290 0
6007 460 0
6906 254 0
7002 48 1
4784 6843 1
2155 2903 0
4166 1234 0
6180 5660 1
2602 2306 1
3750 5346 1
5736 7295 0
1238 5580 0
1335 5570 1
6726 1143 0
4223 913 1
4684 2835 1
585 5469 1
3896 6655 1
3171 1601 1
4762 590 1
6014 3341 1
2230 6053 0
3790 4101 1
2085 5529 1
2229 460 0
5085 1782 1
1318 1268 1
4899 7410 1
762 1841 0
2006 965 1
4926 3247 1
2903 407 0
4168 2059 1
2233 4460 1
6247 5443 0
5509 5768 0
3476 5314 0
971 7253 0
3981 7202 1
2026 2166 0
3502 6696 0
3947 1894 1
5987 1449 1
6515 4156 1
3275 2212 0
3638 6854 0
398 2315 1
2726 7318 1
1949 2790 0
6862 7491 1
3358 1267 1
1521 3029 0
5034 7145 1
924 6004 0
396 4284 1
2290 6027 1
4250 343 0
6204 7466 1
2866 5686 0
6688 3219 0
1729 5138 1
6396 6114 1
3273 7401 1
1216 3936 0
6934 3690 0
7446 5476 0
3569 6250 1
3311 4954 0
4916 5139 0
5602 2164 0
4099 1142 1
5932 4838 1
3099 7322 0
6065 4792 1
2054 306 0
1796 5709 1
310 1846 1
4496 727 1
5998 7465 1
5086 1802 1
4989 3303 0
2327 2372 1
1005 7343 1
7499 3884 1
3204 3974 1
5087 1728 0
5442 5910 1
5338 928 0
