nohup: ignoring input
program_start_time:  2020-06-12 20:52:54.642927
Train for  C
train_data:  
7420 318 0
4551 1054 0
5399 7195 0
5148 3117 0
5476 821 0
6212 4865 0
3286 245 0
5585 503 0
1965 4196 0
4939 809 0
5810 4813 0
4782 763 0
4684 2414 0
4813 698 0
4891 5918 0
5968 3360 0
3388 3180 0
4112 5414 0
3374 869 0
1443 2417 0
3788 4961 0
4136 6688 0
4767 3853 0
6229 3080 0
4561 3937 0
6051 5194 0
4097 3662 0
7413 6968 0
4747 4370 0
4012 2772 0
2741 4453 0
7343 1215 0
3041 864 0
3485 588 0
2524 6718 0
158 666 0
5767 2237 0
5547 6223 0
4783 4244 0
88 4084 0
7159 7274 0
247 5358 0
4989 2292 0
5244 4731 0
4763 3245 0
348 5559 0
962 3358 1
2798 3030 0
2180 794 0
4251 2485 0
2596 2913 0
6020 1302 0
1336 3756 0
6678 337 0
5801 4453 0
2688 4928 0
3944 6932 0
2486 1889 0
4791 3000 0
2992 3934 0
2568 4367 0
4956 5943 0
4562 2516 0
5172 732 0
1541 5189 0
6791 5799 0
1575 4639 0
182 5943 0
6747 796 0
6123 749 0
3179 1551 0
2772 22 0
1212 6196 0
4887 5456 0
4555 6043 0
5412 4972 0
562 3559 0
2994 3555 0
2341 6288 0
4320 4706 0
6027 5696 0
2452 3675 0
5063 3942 0
539 858 1
2933 314 0
6469 6990 0
5571 4238 0
7115 6765 0
4000 5383 0
1091 1509 0
341 1725 0
4407 693 0
260 1862 0
1252 6589 0
6510 2371 0
3486 2615 0
2770 1175 0
2331 2993 0
948 2131 0
7094 5281 0
6668 2416 0
762 3034 0
4318 2973 1
4080 6015 0
4480 4323 0
7477 2711 0
2962 1427 0
593 186 0
5562 1646 0
1324 5903 0
7397 5332 0
4658 4644 0
3905 740 0
5890 3858 0
5850 5654 0
4020 6937 0
3054 7126 0
4192 1736 0
6229 2306 0
1561 818 0
3312 5914 0
721 5211 0
4565 7212 0
6492 5518 0
2685 3688 0
2636 5335 0
1447 3632 0
3822 2891 0
4664 464 0
2853 25 0
3021 3368 0
3150 1913 0
2253 831 1
1563 6032 0
4136 1492 0
4549 2019 0
2516 5154 0
7329 2671 0
304 2782 0
4480 2517 0
4315 4439 0
5929 4319 0
3863 6941 0
7202 1043 0
5432 4572 0
1168 425 0
2567 1784 0
660 2773 0
2522 4498 0
4838 4377 0
3382 4227 0
5002 664 1
5640 4487 0
3514 1735 0
789 4259 0
2594 6075 0
4133 3271 0
22 2487 0
2310 5372 0
6454 7487 0
2945 5704 0
2641 4805 0
4148 1607 0
5469 2346 0
1237 2354 0
6377 2140 0
4485 6921 0
824 7246 0
2451 2269 0
5469 3059 0
7006 4909 0
2670 2349 0
3266 1006 0
3591 1844 0
511 1003 1
4556 5250 0
4822 7223 0
2005 7335 0
3310 5734 0
7120 7054 0
4482 5867 0
3218 5875 0
6454 151 0
5397 1475 0
928 68 0
6211 3243 0
7298 1240 0
1419 7106 0
4021 7054 0
3055 5567 0
2150 5301 0
6153 1966 0
3484 4932 0
2923 1773 0
2378 4650 0
982 3751 0
2128 3214 0
2770 1364 0
1593 989 0
867 395 0
5784 7422 0
1348 5437 0
1818 1052 0
2381 7067 0
1180 2940 1
6086 773 0
1630 6347 0
6762 6957 0
5674 5728 0
5174 5762 0
6946 3020 0
5278 1371 0
4275 1812 0
117 1381 1
1508 6540 0
7130 4937 0
6627 3390 0
1064 2350 0
894 903 0
930 2159 1
6345 4952 0
6419 645 0
5934 1080 0
6927 2408 0
2213 1538 0
695 5953 0
7167 1294 0
834 2401 0
1089 4835 0
1918 1284 0
3010 2648 1
7112 7253 0
4957 4069 0
6143 2465 1
6323 1296 0
5379 860 0
2118 5198 0
5635 314 0
5660 6808 0
33 3118 1
3810 5797 0
878 5317 1
4004 4949 1
7009 4337 0
1183 967 0
5230 3268 0
6469 2245 0
2572 7080 0
7013 5574 0
5973 5621 0
2689 5529 0
294 2572 0
331 2095 0
4417 1071 0
5623 1213 0
401 6308 0
3583 5322 0
6773 7426 0
16 6452 0
6574 1834 0
4741 3443 0
1840 1156 0
6507 225 0
4995 7447 0
304 803 0
5369 7362 0
77 197 0
832 6082 0
464 5042 0
5924 6841 0
3122 6532 0
6652 3395 0
6899 2871 0
7384 5819 0
284 2347 0
6621 7312 0
7193 3836 0
5136 4280 0
4627 1369 0
7036 5450 0
998 3088 0
6791 2506 0
6605 1769 0
78 6993 0
4688 7362 0
2947 5969 0
6770 274 1
4799 4669 0
549 902 0
7362 2485 0
6535 6741 0
3087 1573 0
1394 2933 0
1148 5887 0
132 4539 0
3560 2964 0
3030 857 0
2444 7021 0
473 4242 0
2961 3826 0
4822 1729 0
894 1317 0
757 5918 0
197 214 0
96 4505 0
3015 1574 0
298 3410 0
5173 4386 0
2196 5237 0
1075 6205 0
2151 922 0
6618 5772 0
3378 2904 1
5546 4875 0
6829 2469 0
258 3144 0
7482 737 1
6204 5881 0
3894 245 0
2141 4882 0
3034 633 1
6189 3030 0
3909 494 0
4134 3574 0
3952 186 0
6674 3006 0
2656 5104 0
6202 2825 0
1084 2746 0
1252 3170 0
1238 6152 0
1238 6137 0
1756 3531 0
6313 7080 0
2754 3680 0
4894 6080 1
839 1049 0
1114 4401 0
1453 2038 0
920 402 0
5873 2504 0
3116 1124 0
590 4322 0
2420 1072 1
2308 5405 0
363 2508 0
5985 3036 0
1581 2581 0
2007 3638 0
3156 7124 0
168 1094 0
1352 3180 0
1130 821 0
5014 3788 0
7359 3397 0
5775 5329 0
6738 2763 1
1870 2550 0
1368 7278 0
5193 1956 1
5282 402 0
6204 1071 0
6858 1376 0
158 3327 0
2012 579 0
4870 3093 0
265 2190 0
2752 3870 0
7422 3547 0
4488 6905 0
325 6781 0
7427 6256 0
659 7100 0
4973 1076 0
3324 4172 0
1095 7360 0
2098 852 0
6124 5051 0
6000 1932 0
6531 3668 0
88 4585 0
2349 6735 0
5533 5484 0
2524 5063 0
7186 4310 0
7379 2459 0
6576 3532 0
2612 5180 0
3186 180 0
2425 6940 0
2852 3660 0
295 950 0
4252 1865 0
2050 1758 0
4409 5686 0
3766 1177 0
1667 6369 0
370 792 0
4712 5388 0
1739 4600 0
3220 552 0
4324 7296 0
6334 7005 0
3089 397 0
5171 1567 0
7147 272 0
5336 7056 0
5717 5001 0
787 845 0
3909 561 0
3602 6956 0
6305 6805 0
2726 6948 0
6770 1921 0
1218 3579 0
6045 5789 0
103 5900 0
585 2963 0
6146 687 0
3393 4242 0
3831 2851 0
1340 953 0
2564 1355 1
7417 2562 0
6072 1923 0
2104 3192 0
2038 6602 0
4935 78 0
7180 6912 0
236 6889 0
7062 1396 0
367 3445 0
547 1398 0
4342 7208 0
1738 4130 0
4797 4087 0
4930 7288 0
2265 3697 0
6872 6696 0
6129 77 1
4788 7287 0
1552 2707 0
2048 7082 0
3079 5218 0
6702 2575 0
6212 5943 1
593 7103 0
6653 1793 0
187 4184 0
1578 6452 0
4704 1506 0
6609 266 0
3508 5214 0
323 3598 1
5547 2949 0
1020 2990 0
1756 6193 0
2474 3838 0
7176 1905 0
618 1393 1
6939 2197 0
2745 2826 0
6680 2014 0
2997 3327 0
5924 3416 0
6176 3498 0
3455 2784 0
6584 6229 0
5971 3247 0
3545 999 0
1782 23 0
1467 6993 0
1982 3365 0
2261 5976 0
1820 5967 0
3318 4946 0
4031 5109 0
5117 1468 0
7339 2885 0
6883 710 0
3518 7084 0
3156 1957 0
6259 4263 0
6595 5972 0
3135 2555 0
4269 3994 0
7485 1111 0
3936 3244 0
4973 5359 0
1762 3272 0
5993 7011 0
2584 2437 0
6077 4428 0
2044 3596 0
1012 4965 0
240 1959 0
2375 4830 0
5876 1592 1
71 3920 0
1348 991 0
6270 4181 0
1490 1572 0
665 5502 0
5469 1200 0
2136 4650 0
4044 172 0
7150 871 0
1878 685 0
7095 7126 0
4720 5991 0
4869 1981 1
3260 857 0
1656 7186 0
5014 6566 0
5554 138 0
1060 1371 0
3230 2718 0
7461 4648 1
2792 3125 0
77 6313 0
2236 1219 0
1760 2066 0
6765 1110 1
5541 1904 0
129 1930 0
3069 4485 1
6833 5729 0
1243 6567 0
2730 7408 0
5104 5214 0
6490 5331 0
5202 694 0
3342 2063 0
2946 4848 0
1440 4596 0
441 3349 0
5347 1190 0
5414 440 1
5917 4894 0
7410 6728 0
3323 412 0
4676 6595 0
4163 6598 0
278 6214 0
2902 372 0
6527 2255 0
1503 5063 0
6187 6581 0
6523 1031 0
4059 714 1
2407 1984 0
471 3404 0
1349 3792 0
2024 4900 0
2168 2269 0
6404 3447 0
3839 6978 0
3711 2370 0
237 3855 0
5902 2753 0
4138 1097 0
6088 5140 0
5860 6081 0
1630 4293 0
3387 7069 0
2241 2200 0
4234 2892 0
914 7381 0
2104 4107 0
7132 2122 0
3213 1843 0
181 2857 0
5869 244 0
450 5097 0
1933 6050 0
3941 994 0
1286 4075 0
7182 922 0
543 6955 0
2145 1521 0
49 655 0
492 6461 0
335 6801 0
2091 3146 0
4813 4446 0
6367 5512 0
7325 3839 0
1930 6156 0
5027 2784 0
6294 903 0
3727 7485 0
3269 6264 0
4050 2289 0
5277 3846 0
4184 3343 0
973 4440 0
4795 1519 0
5350 2361 0
4099 6936 0
4695 275 0
5429 4593 0
646 5055 0
6070 5486 0
4392 4348 0
6966 3989 0
1746 6799 0
6593 2371 0
1193 238 0
3385 5352 0
2830 7435 0
4547 7113 0
1586 2352 0
4576 4544 0
2444 4802 0
2241 7317 0
2673 6663 0
1949 955 0
1936 3619 0
7192 7111 0
4607 1543 0
4193 6715 0
4836 3398 1
4972 1296 1
4273 649 0
3554 1607 0
6020 5025 0
1261 6316 0
5550 4086 0
6085 44 0
3327 4937 0
6701 5821 0
3253 2089 0
6908 1496 0
5321 6244 0
6552 106 0
2769 2222 0
3848 6271 0
4197 2645 0
7427 5528 0
4466 1893 0
6191 2764 0
5875 7096 0
6396 6683 1
936 4865 0
1746 6728 0
2102 2569 0
810 2723 0
7144 1551 0
2910 5209 0
1739 7281 0
3322 3252 0
195 429 0
4070 6262 0
2998 1646 0
2615 6074 0
6257 6260 1
3133 5847 0
2264 3634 0
2661 6019 0
2084 6648 0
4510 718 0
1396 3288 0
436 4386 0
233 3168 0
7257 5943 0
62 2825 1
5124 42 0
6253 728 0
5827 4542 1
3835 6409 0
3444 8 0
6547 3902 0
6732 4599 0
5609 4806 0
2782 2841 0
3575 2782 0
6386 5182 0
3611 2163 0
1408 5177 0
7388 11 0
3672 1864 0
5713 5858 0
1924 1282 0
7132 6422 0
6964 3888 0
5454 6936 0
6076 931 0
234 4820 0
5776 3379 1
492 518 0
3205 4250 0
4747 6060 0
3133 5839 0
5358 1736 0
3547 5224 0
3071 4650 0
4393 2791 0
4157 6373 0
1950 720 0
6201 5199 0
2960 7469 0
213 7474 0
3437 2812 0
5139 4621 0
2582 4993 0
7199 2869 0
3814 475 0
7323 5039 0
4538 5791 0
5354 3645 0
1487 6167 0
669 2761 0
7111 2602 0
5173 2597 0
6269 469 0
564 4241 0
4050 6307 0
874 3758 0
4208 7111 0
6394 3125 0
2651 1577 1
5541 3876 0
5045 7033 0
3059 1903 0
1949 122 0
3073 2885 0
3561 232 0
2105 2748 0
4072 1171 0
3823 7046 0
6537 3927 0
5623 3821 0
3520 861 0
5074 7195 0
5022 4401 0
5472 6963 0
5319 2403 1
1128 1227 1
5622 3080 0
462 4290 0
6355 6812 0
792 1908 1
651 3311 0
4262 3419 0
1203 5393 0
2307 667 0
6448 4857 0
7297 1380 1
2301 1824 0
6085 4761 0
3442 3911 0
1275 2420 0
7441 1471 0
708 4355 0
6473 1941 0
6119 6413 0
1885 3993 0
4324 3420 0
2609 5125 0
5533 827 0
7329 721 0
868 6043 0
2232 2841 0
4266 6075 0
6597 6657 0
5806 1265 0
1022 6221 0
4311 1849 0
3172 4367 0
1103 2812 0
6091 3439 0
4311 6885 0
4393 1411 0
5506 3743 0
1967 5547 0
717 6889 0
885 2591 0
1287 592 0
6407 6662 0
1985 5216 0
1691 2974 0
3363 5537 0
2415 4603 0
1269 7476 0
6554 3362 0
3414 3853 0
3217 1293 0
5386 2211 0
7045 3295 1
1675 2446 0
6914 5973 0
4945 4956 0
384 2144 0
5578 2511 0
5977 2741 0
7407 4244 0
2198 1738 0
1341 5892 1
5469 7273 0
5751 7272 0
5260 6992 0
1236 159 0
6102 1509 0
5281 506 0
7162 5567 0
2639 564 0
5067 2404 0
1489 3991 0
5131 2329 0
3028 3176 0
5636 7237 0
4114 6538 0
7444 1800 0
6959 1969 0
5094 1867 0
4580 3254 0
713 4599 0
1323 962 0
5522 3639 0
6340 5088 0
1811 6572 0
1022 1311 0
7085 3237 0
2221 1257 0
418 7196 0
2096 1484 0
765 3420 0
1834 7141 0
2251 4729 0
3554 172 0
2636 5075 0
1295 3086 0
1101 1624 0
1766 1880 0
6791 2530 0
6167 2369 0
5363 1713 0
5634 3496 0
4015 617 1
3147 186 0
3371 3221 0
6758 2247 0
6533 3237 0
1525 2396 0
1796 3835 0
3733 1264 0
4283 5704 0
2724 3137 0
2666 6080 0
7440 2323 0
3675 6634 0
4129 6760 0
6698 3891 0
5309 5532 0
583 1269 0
1178 3934 0
7497 6147 0
185 2934 0
6639 5405 0
2873 5332 0
2839 5725 1
5534 2395 0
4872 6563 0
6754 7026 0
5279 6958 0
2940 2676 1
5442 4947 0
7108 5468 0
2029 3017 0
1187 5073 0
5096 5395 0
1364 74 0
5026 886 0
837 5303 0
4826 1937 1
1164 6080 0
5298 2180 0
3825 7220 0
1801 6604 0
4586 2668 0
2057 3258 0
530 4808 0
1919 4351 0
4438 1919 0
1290 3968 0
1781 2092 0
3229 2735 0
2914 811 0
2009 2039 0
258 7127 0
953 7398 0
1715 1974 0
5037 1471 0
2824 376 1
3312 242 0
3794 6129 0
6066 5572 1
4128 3868 0
5770 2746 0
2835 6776 0
4484 6035 0
1561 1758 0
2579 7107 0
694 6781 0
1036 2809 0
5611 4300 0
7263 3840 0
301 519 0
2279 4963 0
6043 4990 0
6918 7254 0
1286 2274 0
4293 5430 0
3517 4522 0
5236 1609 0
6679 4678 0
3496 7028 0
4223 899 0
2 2280 1
761 6052 0
6850 2240 0
6610 481 0
3335 4849 0
4382 1251 0
1995 1725 0
830 4096 0
6790 6876 0
874 6639 0
2105 893 0
2368 5737 0
6331 1772 0
1601 5527 0
1834 358 0
1987 5798 1
4835 4014 0
3880 1017 0
5494 2496 0
189 3662 0
1508 6925 1
5247 6329 0
1995 3875 0
2136 1797 0
5810 3168 0
764 1537 0
5641 4660 0
4710 2462 0
1740 422 0
1347 6475 1
3584 2190 0
6474 164 0
2924 5548 0
7206 1518 0
7306 1913 0
1068 3658 0
5146 7409 0
3810 4515 0
6140 6332 0
5947 3835 0
3762 2391 0
4729 7083 0
4056 1953 0
4683 2027 0
5010 1628 0
7051 3807 0
782 4995 0
1888 1880 0
2016 3987 0
6001 3773 0
6454 2145 0
7101 493 0
6833 5036 0
4098 832 0
5719 4912 0
1238 6620 0
3542 6846 0
5708 1469 0
1938 1236 1
1897 6060 0
3312 3258 0
3228 5444 0
3471 2736 0
400 2027 0
3987 5042 0
1427 6993 0
4698 2227 0
185 4639 0
4760 1333 0
5131 7254 0
3230 5642 0
5097 3585 0
7483 1040 0
4495 1644 0
3487 6849 0
6025 212 0
4504 4082 0
1105 5137 0
3623 7006 0
7416 410 0
6221 1039 0
5184 1624 0
1012 2290 0
3051 5535 0
6970 2668 0
3409 1743 0
6506 4909 0
3893 24 1
649 4976 0
2004 3320 0
2704 1150 0
3541 5526 1
6272 5847 0
205 897 0
3171 5659 0
7479 542 0
4641 4915 0
742 5878 0
3634 6540 0
5196 7342 0
2416 3687 0
6123 1209 0
2579 5665 0
7047 7291 0
3457 3263 0
1543 281 0
658 4177 0
2650 3248 0
1005 1764 0
2701 608 0
5632 427 0
5590 5536 0
1261 5169 0
1503 4477 0
1447 7284 0
4605 1245 0
3242 3950 0
5679 5064 0
4717 1495 0
6109 2504 0
3392 5914 0
6836 2224 0
4683 1242 0
1220 3297 0
5454 2498 0
5505 6885 0
3517 801 1
6417 5527 0
4328 2388 0
870 2912 0
6614 4624 0
1103 6961 0
2806 302 0
1352 2021 1
149 266 0
3021 947 0
6722 6690 0
3132 7487 0
2378 4219 0
3360 5032 0
3864 3828 1
450 6121 0
5696 5664 0
304 7104 0
1079 1989 0
930 6403 0
1113 4793 0
3803 1605 0
5759 4639 0
4855 4310 0
7002 4478 0
518 6323 0
6410 897 0
6532 2132 0
3142 1817 0
6647 3064 0
5935 517 0
981 6880 0
3774 893 0
3675 2813 0
4604 1774 0
19 1396 0
2256 1670 0
3334 5436 0
5312 2095 0
3067 5714 0
1586 96 0
4696 5563 0
6082 6685 0
2901 6447 0
3797 636 0
7162 771 0
2539 4349 0
3284 1399 0
5842 102 0
613 5477 1
1532 3020 0
2812 6835 0
2005 1387 0
5037 4427 0
6359 1786 0
7214 3555 0
6488 2450 0
5207 4297 0
1301 3343 0
6025 6293 0
1797 3568 1
500 6937 0
6902 5991 0
6438 2999 0
3157 6051 0
5175 5301 0
5871 889 0
2573 2528 0
190 5564 1
7338 2459 0
5678 6298 0
3704 2591 0
6719 5446 0
3268 3466 0
1490 6795 0
5881 3533 0
4282 4125 0
2047 1484 0
1965 5934 0
1126 2535 0
148 4948 0
5482 366 0
127 3999 0
2875 6675 0
4661 5323 0
2110 74 0
247 3554 0
4006 2400 0
1653 628 0
4731 2879 0
1441 915 0
4441 920 0
3486 7425 0
4562 5255 0
5865 3856 0
4113 3585 0
4555 3373 1
5830 4070 0
2290 3869 0
458 2485 0
5573 6207 0
4517 6630 0
4507 7371 0
6359 3278 0
3889 1471 0
5412 2510 0
837 2811 0
4080 5319 0
4060 2779 0
2235 1685 0
3296 3783 0
3861 1250 0
6117 591 0
1501 6447 0
5703 3524 0
5982 5565 0
3871 7463 0
2625 6082 0
4777 970 0
4419 7489 0
3636 3193 0
5196 7165 0
648 2985 0
1759 4880 0
7094 6455 0
2706 174 0
3187 191 0
4664 1683 0
5349 6520 1
4447 1624 0
5089 6737 0
1624 552 0
3407 3192 0
7263 3279 0
3597 5894 0
3166 3244 1
1504 2872 0
7213 6530 0
4303 5578 1
566 7369 0
1857 2851 0
3625 4859 0
5771 5704 0
430 1452 0
1520 7168 0
4442 6739 0
7193 69 0
4215 1660 0
4427 5513 0
1066 6159 0
4899 4312 0
2975 780 0
6277 1306 0
5819 2671 0
2679 403 0
1852 7016 1
691 6127 0
5771 2937 1
5531 1508 1
2015 4477 0
240 3648 0
6230 4958 0
4791 1944 0
3628 6177 0
2741 2069 0
5563 6736 0
3760 7470 0
3702 3747 0
524 2384 0
7203 7126 0
4121 6416 0
2291 2708 0
2655 2782 1
6862 3687 0
1179 292 0
365 1994 0
3990 6563 0
1417 7377 0
5414 6707 0
593 1530 0
1985 5560 0
3106 1517 0
1554 283 0
3636 546 0
3805 3826 0
5828 5980 0
5673 3325 0
1662 4485 0
2321 4911 0
2797 1939 0
7234 6917 0
6304 1060 0
470 465 0
1965 1498 0
6533 1953 0
6482 6904 0
2944 6758 0
380 4863 0
3929 4651 0
2887 6925 0
3945 6609 0
4253 5856 0
265 1776 0
6274 379 0
3737 6615 0
948 2357 0
3064 3965 0
7383 1680 0
2075 6246 0
1203 686 0
3952 7045 0
4814 254 1
644 6138 0
470 4729 0
1981 5766 0
3331 6251 0
7063 2142 0
7333 6729 0
3377 5153 0
5585 7481 0
216 6440 0
2901 1998 1
7491 4035 0
5113 4840 0
1993 6706 0
7227 3493 0
304 5373 0
3596 4203 1
6454 3510 0
4797 4142 0
1279 4343 0
2570 5602 0
1285 2587 0
5053 7372 0
7283 3175 0
6729 2132 0
1743 7100 0
5784 6109 0
13 2826 0
6216 302 0
1038 1845 0
1024 4139 0
703 815 0
2323 5895 0
2750 1660 0
3045 1344 0
1317 6801 0
6068 1106 0
3853 3918 0
280 1488 0
6691 1131 0
5115 5736 0
3176 3581 0
5354 2630 0
2224 1088 0
6788 6316 0
5864 6988 0
6045 7134 0
6235 5333 0
6983 1039 0
5372 4279 0
