nohup: ignoring input
program_start_time:  2020-06-11 10:39:59.770473
Train for  C
train_data:  
4939 7245 0
1692 7170 0
6641 4729 0
1395 4244 0
7257 5638 0
4480 4155 1
5112 284 0
5922 3214 0
5501 404 0
3433 5638 0
5607 6563 0
5877 762 0
5546 5141 0
534 5635 0
4245 268 0
6990 2320 0
37 3146 0
5925 2730 0
2264 2989 0
4586 6804 0
2550 2575 0
1800 1928 1
3463 1311 1
6780 2172 0
4877 4167 0
5958 3040 0
2337 88 0
3515 6247 0
5137 4209 0
2210 6411 0
4281 1632 1
1967 1649 0
1118 4375 0
2460 5920 0
6988 2306 0
6191 849 0
4707 349 0
4511 418 0
3503 4248 0
6682 5346 0
844 4393 0
3514 249 0
6085 6084 0
532 1935 0
1990 6478 0
6768 5056 0
7138 336 0
4085 3825 1
5389 1939 0
5712 3342 0
5283 1474 0
6490 3969 0
6185 1698 0
1405 7416 0
7184 3038 0
2019 1230 0
5785 440 1
6098 5644 0
5712 7336 1
4107 895 0
1291 1380 0
2561 6561 0
5512 4118 0
3719 5412 0
4869 4844 0
6766 1788 0
3121 6115 0
5575 7460 0
2259 4592 0
2144 1330 0
4328 1278 0
6586 4467 0
3180 3143 0
3947 2995 0
1208 5787 1
4836 5560 0
3921 4864 0
345 4129 1
7109 5164 0
3618 101 0
4205 5470 0
6528 6404 0
3709 2417 0
2115 602 0
4576 6856 0
2275 4388 0
1280 756 0
852 2054 0
5497 1300 0
5496 4333 0
3932 3119 0
1312 5245 0
1257 1721 0
6303 1034 0
787 650 0
1013 75 0
696 4843 0
7263 5502 0
1072 5513 0
5214 5062 0
1359 2870 0
4575 210 0
2170 2966 0
2452 6023 0
5024 5057 0
521 882 0
6615 1141 0
1291 5710 0
4831 748 0
3556 3724 0
1501 1003 0
2213 5882 0
2388 5658 0
694 917 0
7444 5379 0
4438 4882 0
6511 2827 0
76 6834 0
121 3600 0
588 6265 0
3609 3916 0
169 6907 0
5033 5249 0
1117 3930 0
3078 3517 0
5131 440 0
4297 4365 0
5213 2743 0
2343 3873 1
3069 1459 0
2753 1716 0
7216 7232 0
1729 2170 0
1956 4032 0
1101 2840 0
5148 3407 0
4094 6384 0
3287 2954 0
2706 2187 0
1105 5727 1
3786 4019 0
7447 6662 0
141 2906 0
1356 6468 0
6059 2262 0
6608 5764 0
1865 813 0
19 1073 0
4655 1401 0
7447 3505 0
3862 5889 0
6010 2853 0
2767 7277 0
168 3731 0
4965 4248 0
5369 6010 0
766 3395 0
2281 6626 0
2201 2321 0
5934 5482 0
4863 823 0
2059 5711 0
725 7427 0
5030 4361 0
3168 1338 0
2592 4925 0
5319 6618 0
2041 238 0
3433 1455 0
3325 5152 0
7297 601 0
42 5317 0
2504 1062 0
1176 4697 0
125 5913 0
2566 4874 0
870 530 0
6200 1104 1
6887 5323 0
4256 6323 0
4075 3724 0
3214 2583 0
2507 1361 0
6800 110 0
1310 3900 0
2753 1326 0
521 7309 0
4435 6208 0
4308 52 0
1186 6485 0
4048 2667 0
6939 2055 0
2105 3428 0
971 6339 0
4482 1713 0
4774 5963 0
5120 2815 0
6650 3401 1
5006 937 0
7323 2780 1
7343 1895 0
7022 746 0
5940 4865 0
4101 230 0
7458 6804 0
3814 4698 0
6377 2478 0
4190 1053 0
5390 2599 0
548 6127 0
252 525 0
6886 6963 0
5300 7347 1
5668 2833 0
1856 6205 0
2849 5815 0
102 5721 0
3882 3063 0
353 5617 0
3444 186 0
4003 2661 0
5383 6383 0
3137 2226 0
465 504 0
105 7230 0
6200 11 0
1865 5305 0
7391 4101 0
612 6027 0
3756 4134 0
5556 6777 0
6594 5375 0
6675 118 0
6262 7424 0
4580 1730 0
5977 4861 1
1567 1782 0
2284 6332 0
6680 6337 0
2058 3976 0
6319 1858 0
1049 5850 0
946 5090 0
682 1287 0
2308 479 0
157 5705 0
4062 3363 0
2162 1936 0
3744 1563 0
6221 5187 0
2658 3868 0
2367 3392 0
3949 5784 0
6765 144 0
4931 5270 1
3385 3078 1
6778 6600 0
818 4711 0
6586 5760 0
7230 4067 0
3769 4035 0
570 6008 0
5276 3629 1
2198 3195 0
5107 6252 0
4681 6021 0
3682 2556 0
1966 419 0
1182 6909 0
6619 5888 0
1450 6217 1
1834 7253 0
6927 2980 0
6147 6326 0
2909 7352 0
3739 202 0
6042 5139 0
6715 3001 0
3903 2403 0
5370 1404 0
7067 6723 0
6486 6730 0
1909 6567 0
1229 3151 0
6148 3805 0
563 6943 0
6405 7395 0
2350 6398 0
4981 1178 0
1375 1176 0
6490 5510 0
1639 4458 0
376 7473 0
5736 3021 0
3575 3543 0
5921 5851 0
6432 4524 0
6727 2653 0
6939 1192 0
2561 2922 0
2305 4028 0
1270 5567 0
3176 2486 0
3562 1413 0
6259 5291 0
5229 5684 0
7216 1410 0
2210 1030 0
4973 2821 0
3050 4918 0
4507 6746 0
2288 1891 0
5759 2910 0
1053 4718 0
3869 561 0
7388 570 0
1677 2718 0
4 239 0
113 5861 0
5245 3042 0
6758 2812 0
2157 310 0
4943 2093 0
1670 4658 0
4388 1667 0
2157 1895 0
4801 4133 0
5983 5332 0
6519 6353 0
608 6885 0
1156 5462 0
313 7434 0
6620 5611 0
1770 6723 0
5820 5833 0
6415 6685 0
20 2001 1
647 7364 1
1835 2870 0
1242 6961 0
1297 1197 0
2698 6396 0
1354 3168 1
2151 7460 0
1924 3673 0
4167 384 0
6364 5514 0
558 2214 0
5068 4157 0
4021 895 0
7156 251 0
4116 5655 0
1346 2360 0
1129 7107 0
4968 2301 0
4821 7493 0
1957 298 0
5161 10 0
6030 6964 0
430 4124 0
6423 4951 0
996 257 0
661 1474 0
460 756 0
3022 2887 0
5295 5991 0
5751 4166 0
5565 567 0
3618 4153 0
5217 6658 0
4325 487 0
441 2822 0
6429 4337 0
2918 1804 0
6221 7106 0
2676 1000 0
756 1071 0
1103 2059 0
3455 5299 0
4344 854 1
5691 3832 0
6990 5821 0
852 3076 0
1682 6248 1
2286 6895 0
5686 4626 0
3199 3386 0
2323 7109 0
3810 3748 0
3140 260 0
6717 3320 0
6142 4140 1
6187 4741 0
1388 4937 0
2646 305 0
3559 4002 0
5616 378 0
4766 647 0
5647 6628 0
3853 4887 0
4638 759 0
874 387 0
2581 2181 0
7195 1778 0
6035 6086 0
5835 3012 0
5008 1841 0
2264 442 0
4624 223 0
629 7252 0
3874 1768 0
6720 2954 0
6447 923 0
1061 617 0
7334 1493 0
6502 398 0
4754 535 1
7481 602 0
4128 3807 0
7140 3976 0
3573 6589 0
7230 6269 0
2622 3477 0
1727 4162 0
2608 1466 0
5414 2619 0
4318 3165 0
1663 5356 0
5131 2438 0
3567 5557 1
1581 5241 0
1719 342 0
3634 5659 0
4792 2980 0
5710 2557 0
5653 5197 0
4398 5730 0
3094 300 1
6353 6857 0
4044 6166 0
2382 1208 0
6851 5255 0
4630 730 0
7364 1646 0
6737 4815 0
523 2652 0
765 5983 0
3728 6447 1
4225 3554 0
3235 869 0
3025 3671 0
2371 3714 0
3286 4892 0
5902 1623 0
1357 6671 0
5626 1060 0
6156 3983 0
3811 6001 0
6037 1139 0
4776 5200 0
3603 3725 0
5158 3213 0
3963 283 0
1819 3976 0
6030 350 1
7176 2122 1
4734 724 0
7258 2660 0
5831 1903 0
4608 3454 0
6456 6331 0
4405 4763 0
