nohup: ignoring input
program_start_time:  2020-06-15 08:43:50.711873
Train for  C
train_data:  
1245 5214 0
6912 4564 1
467 864 0
379 3567 0
11 7051 1
6970 1992 1
6910 3601 0
3511 4455 0
3352 831 0
364 1809 0
4565 2503 1
1432 6653 0
4989 6811 1
7416 3249 0
2443 2081 1
6623 5717 0
5307 6661 0
1700 781 0
883 4609 0
6688 6526 0
2469 6404 0
3510 2938 0
6806 3983 1
6023 1370 1
4335 4306 1
5148 937 0
4540 5397 1
5631 2601 0
5388 7000 0
2239 4466 0
7455 1099 0
1725 2429 1
3371 5255 1
6048 2907 1
4463 1804 1
2671 7334 0
3264 5336 0
1053 7139 1
1627 1250 0
6895 3230 0
4811 4866 0
4704 1269 1
4113 1997 0
1354 5833 0
7353 4559 1
1750 1498 1
1112 1445 1
947 5966 1
3725 4245 1
5824 5447 0
6170 388 1
4786 4293 0
3334 201 0
2151 2130 0
7446 1832 1
5855 5835 0
317 7106 0
3983 956 1
2507 5598 0
2105 7046 0
1148 618 1
896 2339 1
5193 1083 1
2924 6684 1
4042 989 0
7142 3724 1
6563 2340 0
5515 3427 1
1211 5400 0
6647 2210 0
5501 2480 1
4952 2218 0
7347 6513 0
3430 2558 1
6968 510 1
1656 4168 0
2872 4984 0
1118 629 1
157 1840 1
2361 1556 0
3627 4476 0
7338 4957 1
3551 2676 1
5226 427 1
1980 3436 1
4123 5651 0
5074 2637 1
6713 165 0
668 6029 1
1449 6390 0
4351 1160 0
5721 2912 1
1565 1387 1
4451 2131 1
127 6929 1
6110 6751 0
4655 5424 0
3288 6403 0
4137 4770 0
761 7401 1
2118 6266 0
6274 965 1
5298 2532 0
1366 202 1
1544 2826 1
5134 3190 1
4622 5889 0
6003 874 1
6792 2493 0
306 971 0
6784 6831 1
1100 7010 0
521 5310 1
4426 211 1
2402 4276 1
351 3636 0
2613 6055 0
6342 1341 0
6773 761 0
5024 1086 0
7367 3471 1
4523 3912 1
514 1525 1
5814 3999 1
1349 251 1
3658 3982 0
5709 47 0
5829 5515 0
5810 2547 0
3778 5963 0
3277 2119 0
4051 3519 0
3414 5420 0
3955 7204 0
5364 2433 0
5688 5854 0
5823 1005 1
3199 5655 0
6510 1633 0
832 2605 0
4429 290 0
1135 5222 1
1653 1527 1
3516 6541 1
1693 2867 1
3201 4724 1
5016 2300 1
5559 7218 0
7399 4745 1
3951 5368 1
228 5659 1
3529 6325 0
4934 6595 0
1707 7379 0
1710 5333 0
5368 639 1
1827 5609 0
60 6667 0
4694 3650 1
3701 6423 0
999 7093 0
3288 6659 0
6503 2043 1
1105 596 0
1522 5582 0
5850 5776 0
415 4236 0
240 1786 0
4604 422 0
809 4215 0
5952 3689 0
1374 3573 1
6441 6413 0
2221 7334 1
3280 1423 1
1527 110 0
1744 5466 0
2326 2107 1
3767 1261 0
153 3900 1
3291 2122 1
1226 5337 1
6664 2006 0
4995 1509 0
1802 2809 1
2421 2266 0
6568 5810 1
2244 6522 0
1014 3185 0
1299 3778 1
5994 4366 1
6904 2430 0
1942 5546 0
5812 429 0
4133 3164 1
5674 4984 0
2723 3786 0
2907 2404 1
7321 4683 1
4971 800 0
5311 5474 1
3451 2069 0
7219 7063 1
3941 2362 1
3249 2856 1
2212 817 1
4008 7070 1
3473 185 1
5856 3808 0
979 6989 1
4511 6916 0
833 2625 1
569 5056 1
3727 1426 0
4322 156 1
4318 2384 0
4258 4879 0
1452 3292 0
5998 1496 1
5693 5167 0
2421 5969 0
5389 1914 1
3024 5950 0
10 5188 1
6231 2101 0
3848 169 0
2191 4908 1
2757 2592 0
989 1477 0
6871 5190 1
976 177 0
1929 91 0
2176 785 0
6563 5312 0
3950 4359 1
6176 3927 0
1866 2464 0
3545 5194 1
3232 3916 0
1583 6078 1
6246 7245 1
3865 2362 1
4454 6829 1
3388 3837 0
1174 472 0
347 4130 1
3598 7166 0
934 1486 1
2416 3941 0
2525 4523 1
6756 2769 0
6982 774 1
266 7451 0
4085 2569 1
3234 2083 1
6699 6506 1
2697 664 0
5408 4837 0
567 893 1
3202 2792 1
7296 4380 1
412 2878 1
2309 7226 1
3184 6110 1
943 5719 1
5832 1274 0
5272 5984 0
7416 2370 0
5992 4128 1
5941 3518 1
5534 5717 1
4779 506 0
883 169 1
1613 1836 0
5587 1197 0
3136 2668 1
6827 3305 1
6208 4483 1
5624 173 0
11 1473 1
4133 95 1
6287 7334 0
2528 7260 1
1596 6207 1
66 2388 1
3309 4059 0
6291 4635 0
4157 1536 0
5020 7485 0
7190 1249 1
6788 876 0
2338 7371 0
6277 141 1
3520 6183 0
7353 3410 1
846 6570 0
995 290 1
3604 5459 1
147 1995 1
3213 1826 0
847 1855 1
2482 1779 1
2479 1664 0
1366 6501 1
2187 3934 0
2497 7266 1
114 1500 0
6712 287 1
7236 7251 0
5762 1945 1
3527 1412 0
7190 1461 1
3611 5227 1
4587 4895 0
1213 3171 0
46 6970 1
6687 3957 1
4505 116 0
5958 6686 1
4997 5024 1
2996 2062 0
17 1007 1
5892 4322 1
7479 3822 1
4983 3576 1
2230 2676 0
2453 3477 1
3959 1043 0
4154 3049 1
4728 2445 1
1769 2029 1
4318 4232 1
2575 2765 0
1937 5682 0
2135 6667 1
1915 6899 1
5919 1597 0
92 782 0
6434 6882 0
3915 5464 0
7389 5614 1
1789 1429 1
1487 4294 0
7108 4859 0
1896 6824 1
3708 1266 0
7100 1772 1
6291 337 1
1994 5861 1
407 4574 1
3340 2707 1
7407 2456 1
504 1047 0
1991 605 0
5635 796 0
7132 2918 1
6938 4215 1
1353 4129 1
6178 4529 1
4816 3293 0
3734 4994 1
5336 5950 1
4152 2892 0
367 1359 0
7289 5203 0
4109 6157 0
1108 1454 1
