nohup: ignoring input
program_start_time:  2020-06-11 11:09:37.396743
Train for  C
train_data:  
2338 1015 0
1387 3066 0
5573 855 0
4781 2805 0
6449 6590 0
2719 5194 0
1735 5130 0
6401 2299 0
4631 7001 0
3054 2774 1
1225 1248 0
3235 4477 0
4243 7253 0
1831 6174 0
56 5744 0
5527 3233 0
5144 4281 0
4756 4278 0
6913 782 0
5839 5715 0
2572 5625 0
2327 2474 1
6916 5 0
6344 4586 0
3639 2263 0
2300 5017 0
2775 2261 0
5144 5488 1
5268 3598 0
2589 605 0
4303 1023 0
5772 1077 0
5312 3440 0
3192 3497 0
3972 164 0
577 4754 0
5425 6487 0
1449 469 0
3771 6946 0
998 6605 0
3236 5155 0
2404 7062 0
5336 2165 0
4851 5600 0
1352 5014 1
4187 663 1
6642 5318 1
37 3538 0
7494 2398 0
3330 2292 0
3655 1444 0
765 978 0
3106 4361 0
2208 4436 0
4881 5449 0
1504 6642 0
3928 2849 0
3025 2185 0
2795 2347 0
3326 6274 0
4963 7499 0
2065 844 0
3073 5349 0
3740 463 0
5247 2910 0
3086 1116 0
3731 3214 0
4506 7253 0
4133 1043 0
5436 4672 0
491 2617 0
4738 7338 0
3334 6103 0
3034 4341 0
2715 2591 0
1691 6370 0
6447 2602 0
5986 186 0
3071 2247 1
2205 7197 0
1989 5612 0
1420 6637 0
1780 6519 0
5626 7431 1
102 7360 0
3057 333 0
2034 1330 0
900 4323 0
4920 5975 0
1290 6965 0
1445 194 0
6314 4674 0
1895 3121 0
4337 1522 0
2798 7289 0
4634 6818 0
456 98 0
5344 1953 0
5742 6991 0
6933 6739 0
1135 4781 0
796 1522 0
6663 7360 0
3326 1654 0
6576 5441 0
1035 4306 0
2862 5887 0
2359 5171 0
5579 3536 1
2492 5307 0
3639 5743 0
2648 852 0
6224 397 0
351 3243 0
4320 4532 0
4119 3954 0
3040 653 0
2866 7176 0
3131 5380 0
966 5301 0
2367 3999 0
3825 2043 0
1714 1220 0
4778 5876 0
7022 677 0
4301 1814 0
3218 6318 0
3329 6646 0
4615 3437 0
948 4842 0
3560 4296 0
2421 2622 0
5178 273 0
1289 4460 0
3251 1456 0
1192 4448 0
5789 3762 0
3356 5443 0
3022 5101 0
3357 5360 0
2711 2372 0
3048 5150 0
4353 2800 0
2646 1366 0
5397 7176 0
2904 5928 0
2808 7087 0
258 2658 1
2991 28 1
3173 5936 0
3430 5331 0
2301 5835 0
7150 7088 0
7198 4023 0
5066 1173 0
5397 4337 1
7217 2580 1
233 241 0
7265 637 1
2758 6326 0
6835 1119 0
6135 5410 0
5515 6509 0
4978 3870 0
3760 5026 0
1218 5291 0
62 384 0
4571 2127 0
6501 4568 0
5775 5600 0
3434 7064 1
224 1553 0
